Login,Contributions,URL,Type,Site Admin,Account Age (days),Total PRs Submitted,Total PRs Merged,Total Issues Opened,Total Repositories Contributed To,Followers,Stars Received,Is Member of Organization
Samji,1,https://github.com/Samji,User,False,3792,12,11,5,11,0,0,False
sagarkpanda,1,https://github.com/sagarkpanda,User,False,2361,18,13,5,27,14,17,False
qryxip,1,https://github.com/qryxip,User,False,3453,30,30,30,30,40,364,False
raccog,1,https://github.com/raccog,User,False,1507,28,23,6,30,2,4,False
toti1212,1,https://github.com/toti1212,User,False,3809,30,30,18,30,30,2,False
rcedwards,1,https://github.com/rcedwards,User,False,5141,30,30,10,13,19,11,False
hoop33,1,https://github.com/hoop33,User,False,5445,30,30,30,30,126,125,False
dinhani,1,https://github.com/dinhani,User,False,4868,19,13,30,15,31,170,False
Rekihyt,1,https://github.com/Rekihyt,User,False,2343,21,17,16,30,3,13,False
Ramiellll,1,https://github.com/Ramiellll,User,False,1806,6,6,0,25,0,0,False
weirongxu,1,https://github.com/weirongxu,User,False,4669,30,30,30,30,132,1459,False
rbutoi,1,https://github.com/rbutoi,User,False,4134,9,8,23,14,8,3,False
qstrahl,1,https://github.com/qstrahl,User,False,4555,30,30,30,19,17,65,False
quickstar,1,https://github.com/quickstar,User,False,4842,14,13,26,22,10,2,False
houqp,1,https://github.com/houqp,User,False,5087,30,30,30,30,461,44,False
TarunDaCoder,1,https://github.com/TarunDaCoder,User,False,1492,30,22,10,30,40,80,False
indigolain,1,https://github.com/indigolain,User,False,4357,30,30,7,30,44,3,False
dulltz,1,https://github.com/dulltz,User,False,4774,30,30,30,30,11,3,False
lemonadern,1,https://github.com/lemonadern,User,False,1796,30,30,30,30,35,6,False
ntadej,1,https://github.com/ntadej,User,False,5018,30,30,30,30,72,8,False
shuuji3,1,https://github.com/shuuji3,User,False,4755,30,30,30,30,92,1,False
T0mstone,1,https://github.com/T0mstone,User,False,2456,30,30,25,30,2,2,False
Snimm,1,https://github.com/Snimm,User,False,2018,9,3,30,25,1,3,False
st1020,1,https://github.com/st1020,User,False,2196,30,30,14,30,21,93,False
tarka,1,https://github.com/tarka,User,False,5727,30,30,16,30,26,18,False
stephymiehle,1,https://github.com/stephymiehle,User,False,4011,30,30,15,30,18,10,False
REBELinBLUE,1,https://github.com/REBELinBLUE,User,False,4570,30,30,30,30,67,1035,False
stefanobaghino,1,https://github.com/stefanobaghino,User,False,4772,30,30,30,24,64,1,False
02strich,1,https://github.com/02strich,User,False,5886,30,30,18,30,55,91,False
stefanc,1,https://github.com/stefanc,User,False,5808,3,3,2,1,7,0,False
sbarzowski,1,https://github.com/sbarzowski,User,False,5080,30,30,30,18,28,37,False
simao,1,https://github.com/simao,User,False,5481,30,30,30,30,42,41,False
shivammathur,1,https://github.com/shivammathur,User,False,4712,30,30,30,30,1044,186,False
Shan-Zhou,1,https://github.com/Shan-Zhou,User,False,3615,6,5,3,7,4,0,False
exshak,1,https://github.com/exshak,User,False,2165,6,3,0,17,6,14,False
shafschwd,1,https://github.com/shafschwd,User,False,2589,12,7,30,23,6,0,False
cortinico,1,https://github.com/cortinico,User,False,4452,30,30,30,30,1946,40,False
nickconway,1,https://github.com/nickconway,User,False,2882,21,7,11,30,9,9,False
hongquan,1,https://github.com/hongquan,User,False,5350,30,30,30,30,313,369,False
mrgum,1,https://github.com/mrgum,User,False,3911,30,20,30,30,0,0,False
Lucretiel,1,https://github.com/Lucretiel,User,False,4638,30,30,30,30,160,136,False
ariasuni,1,https://github.com/ariasuni,User,False,4524,30,30,30,30,111,2,False
MejanH,1,https://github.com/MejanH,User,False,2408,10,8,17,30,8,1,False
mortenscheel,1,https://github.com/mortenscheel,User,False,4038,30,30,30,30,12,6,False
rosowskimik,1,https://github.com/rosowskimik,User,False,2144,14,14,0,26,0,1,False
mfs,1,https://github.com/mfs,User,False,5207,10,9,23,30,22,20,False
micky2be,1,https://github.com/micky2be,User,False,5057,30,30,30,30,14,3,False
michel-slm,1,https://github.com/michel-slm,User,False,5754,30,30,30,30,127,23,False
vadorovsky,1,https://github.com/vadorovsky,User,False,2616,30,30,30,30,229,52,False
msanders,1,https://github.com/msanders,User,False,5844,30,30,30,30,223,1092,False
tracker1,1,https://github.com/tracker1,User,False,5235,30,30,30,30,96,90,False
Maxxus220,1,https://github.com/Maxxus220,User,False,1256,3,1,2,18,0,2,False
MeztliRA,1,https://github.com/MeztliRA,User,False,1467,30,30,8,30,0,2,False
melroy89,1,https://github.com/melroy89,User,False,5110,30,30,30,30,115,4,False
maximousblk,1,https://github.com/maximousblk,User,False,2844,30,30,30,30,182,478,False
maxmynter,1,https://github.com/maxmynter,User,False,2683,30,30,30,30,37,1,False
badnetmask,1,https://github.com/badnetmask,User,False,4631,30,27,30,25,15,10,False
xqm32,1,https://github.com/xqm32,User,False,2662,30,30,30,30,41,20,False
aeruhxi,1,https://github.com/aeruhxi,User,False,3305,30,22,30,30,59,50,False
ps173,1,https://github.com/ps173,User,False,1722,10,9,23,30,13,12,False
pjbull,1,https://github.com/pjbull,User,False,4644,30,30,30,30,382,45,False
pavelzw,1,https://github.com/pavelzw,User,False,2801,30,30,30,30,93,80,False
paulo-santana,1,https://github.com/paulo-santana,User,False,3947,30,30,30,30,194,4,False
sanders41,1,https://github.com/sanders41,User,False,2959,30,30,30,30,34,53,False
pstadler,1,https://github.com/pstadler,User,False,5126,30,30,30,30,260,5197,False
arcuru,1,https://github.com/arcuru,User,False,5555,30,30,30,30,47,109,False
hpwxf,1,https://github.com/hpwxf,User,False,2908,30,30,30,30,28,0,False
panglars,1,https://github.com/panglars,User,False,1056,30,30,9,27,12,1,False
Pandademic,1,https://github.com/Pandademic,User,False,1553,30,30,30,30,20,0,False
oransimhony,1,https://github.com/oransimhony,User,False,2362,30,30,30,21,13,27,False
OrBin,1,https://github.com/OrBin,User,False,3997,30,30,30,30,21,2,False
pelgerr,1,https://github.com/pelgerr,User,False,4251,30,29,22,20,2,5,False
onielfa,1,https://github.com/onielfa,User,False,4304,5,4,2,10,6,0,False
DestyNova,1,https://github.com/DestyNova,User,False,4690,30,30,30,30,35,23,False
lutzky,1,https://github.com/lutzky,User,False,6144,30,30,30,30,48,7,False
coolreader18,1,https://github.com/coolreader18,User,False,2671,30,30,30,30,119,9,False
nimishbongale,1,https://github.com/nimishbongale,User,False,2342,30,30,30,30,265,28,False
nicoe,1,https://github.com/nicoe,User,False,5884,30,30,30,30,55,4,False
chadcatlett,1,https://github.com/chadcatlett,User,False,5686,30,30,12,30,15,2,False
clvanbrandt,1,https://github.com/clvanbrandt,User,False,1979,3,1,1,3,3,0,False
CSumm,1,https://github.com/CSumm,User,False,2720,30,27,30,7,18,1,False
cardin,1,https://github.com/cardin,User,False,5152,16,10,30,16,12,16,False
camflan,1,https://github.com/camflan,User,False,5981,30,30,30,30,65,45,False
CAESIUS-TIM,1,https://github.com/CAESIUS-TIM,User,False,1849,30,25,30,30,7,1,False
BuggStream,1,https://github.com/BuggStream,User,False,2089,14,12,5,17,2,0,False
brettcannon,1,https://github.com/brettcannon,User,True,5847,30,30,30,30,2192,37,False
brandondong,1,https://github.com/brandondong,User,False,3479,30,30,24,30,4,116,False
brahmlower,1,https://github.com/brahmlower,User,False,4386,30,30,30,30,37,13,False
bradyjoslin,1,https://github.com/bradyjoslin,User,False,3520,30,30,28,30,43,83,False
bjornfor,1,https://github.com/bjornfor,User,False,5617,30,30,30,30,41,24,False
bmwiedemann,1,https://github.com/bmwiedemann,User,False,5105,30,30,30,30,85,3,False
lovesegfault,1,https://github.com/lovesegfault,User,False,3966,30,30,30,30,284,522,False
bsherman,1,https://github.com/bsherman,User,False,5827,30,30,30,30,38,103,False
deadalusai,1,https://github.com/deadalusai,User,False,4964,30,29,21,30,5,20,False
bbenzikry,1,https://github.com/bbenzikry,User,False,4597,26,20,30,30,123,9,False
filmor,1,https://github.com/filmor,User,False,5959,30,30,30,30,74,8,False
benwaffle,1,https://github.com/benwaffle,User,False,4668,30,30,30,30,159,11,False
beanieboi,1,https://github.com/beanieboi,User,False,5967,30,30,30,30,181,32,False
dbeckwith,1,https://github.com/dbeckwith,User,False,4805,30,30,30,30,14,20,False
dmedinag,1,https://github.com/dmedinag,User,False,3973,15,12,12,30,12,33,False
wendorf,1,https://github.com/wendorf,User,False,5264,30,30,30,30,11,1,False
TsekNet,1,https://github.com/TsekNet,User,False,2845,15,14,12,30,46,72,False
Kwelity,1,https://github.com/Kwelity,User,False,4498,4,4,7,9,0,1,False
CuriousCorrelation,1,https://github.com/CuriousCorrelation,User,False,1893,30,30,5,30,3,0,False
CosmoLau,1,https://github.com/CosmoLau,User,False,2711,8,4,10,30,11,11,False
devmatteini,1,https://github.com/devmatteini,User,False,2166,7,7,29,30,32,254,False
cdmistman,1,https://github.com/cdmistman,User,False,3015,30,30,30,30,40,2,False
cmarqu,1,https://github.com/cmarqu,User,False,5303,30,30,30,30,61,12,False
CoelacanthusHex,1,https://github.com/CoelacanthusHex,User,False,2354,30,30,30,30,391,33,False
codybloemhard,1,https://github.com/codybloemhard,User,False,3456,30,30,30,30,19,4,False
cljoly,1,https://github.com/cljoly,User,False,3956,30,30,30,30,66,45,False
chrisgzf,1,https://github.com/chrisgzf,User,False,4246,30,30,30,30,130,12,False
cschlosser,1,https://github.com/cschlosser,User,False,4521,30,30,30,30,29,327,False
sirhcel,1,https://github.com/sirhcel,User,False,3808,30,30,21,30,15,8,False
potatoqualitee,1,https://github.com/potatoqualitee,User,False,3858,30,30,30,30,940,37,False
christippett,1,https://github.com/christippett,User,False,3968,26,25,28,30,42,241,False
Chiffario,1,https://github.com/Chiffario,User,False,2146,30,30,30,30,5,0,False
vanilla-extracts,1,https://github.com/vanilla-extracts,User,False,3297,30,30,30,30,59,47,False
cswartzvi,1,https://github.com/cswartzvi,User,False,4881,28,18,20,30,8,2,False
AZanellato,1,https://github.com/AZanellato,User,False,2763,16,11,7,25,18,14,False
andymac4182,1,https://github.com/andymac4182,User,False,4795,30,30,30,30,38,6,False
tapeinosyne,1,https://github.com/tapeinosyne,User,False,4444,30,30,30,30,35,139,False
alapshin,1,https://github.com/alapshin,User,False,5342,30,30,29,19,6,10,False
andrewiggins,1,https://github.com/andrewiggins,User,False,5224,30,30,30,30,226,338,False
Andree37,1,https://github.com/Andree37,User,False,2661,18,17,5,30,26,8,False
aes,1,https://github.com/aes,User,False,5369,26,18,30,25,20,24,False
ananta,1,https://github.com/ananta,User,False,3580,30,30,4,30,61,25,False
alvaroaleman,1,https://github.com/alvaroaleman,User,False,4041,30,30,30,30,170,58,False
alago1,1,https://github.com/alago1,User,False,2580,30,29,12,30,4,6,False
ixti,1,https://github.com/ixti,User,False,5728,30,30,30,30,189,24,False
AlexHaxe,1,https://github.com/AlexHaxe,User,False,3968,30,30,30,30,25,72,False
cfal,1,https://github.com/cfal,User,False,3437,0,0,0,30,0,44,False
alexjurkiewicz,1,https://github.com/alexjurkiewicz,User,False,5285,30,30,30,30,25,120,False
akikanellis,1,https://github.com/akikanellis,User,False,4092,30,30,30,20,10,19,False
AkiaCode,1,https://github.com/AkiaCode,User,False,1617,30,30,30,30,280,26,False
aduong,1,https://github.com/aduong,User,False,4911,30,25,28,30,30,24,False
adhaamehab,1,https://github.com/adhaamehab,User,False,3472,29,24,22,30,151,41,False
aarongable,1,https://github.com/aarongable,User,False,4520,30,30,30,30,1186,21,False
AaronFriel,1,https://github.com/AaronFriel,User,False,5026,30,30,30,30,60,1,False
pt2121,1,https://github.com/pt2121,User,False,5117,30,30,9,30,134,84,False
BasixKOR,1,https://github.com/BasixKOR,User,False,3949,30,30,30,30,545,1112,False
basnijholt,1,https://github.com/basnijholt,User,False,3997,30,30,30,30,1200,2288,False
EHfive,1,https://github.com/EHfive,User,False,2967,30,30,24,30,82,2101,False
balthild,1,https://github.com/balthild,User,False,4495,30,25,30,30,166,46,False
