Login,Contributions,URL,Type,Site Admin,Account Age (days),Total PRs Submitted,Total PRs Merged,Total Issues Opened,Total Repositories Contributed To,Followers,Stars Received,Is Member of Organization
RickLuiken,1,https://github.com/RickLuiken,User,False,2636,13,11,13,9,8,1,False
Daydreamer-riri,1,https://github.com/Daydreamer-riri,User,False,1639,0,0,0,30,53,34,False
rcmaehl,1,https://github.com/rcmaehl,User,False,5063,0,0,0,30,466,4628,False
kiritofeng,1,https://github.com/kiritofeng,User,False,3417,0,0,0,30,86,31,False
RubenFricke,1,https://github.com/RubenFricke,User,False,1974,0,0,0,13,13,4,False
ryfu-msft,1,https://github.com/ryfu-msft,User,False,1657,0,0,0,17,46,13,False
samchivers,1,https://github.com/samchivers,User,False,4105,0,0,0,13,3,8,False
SamB,1,https://github.com/SamB,User,False,6089,0,0,0,30,28,9,False
sanskaarz,1,https://github.com/sanskaarz,User,False,1197,0,0,6,30,7,7,False
saulens22,1,https://github.com/saulens22,User,False,3790,30,30,22,21,6,0,False
shanselman,1,https://github.com/shanselman,User,False,6185,30,30,30,30,11388,577,True
ScratchBuild,1,https://github.com/ScratchBuild,User,False,3177,30,30,8,30,33,8,False
mayitbeegh,1,https://github.com/mayitbeegh,User,False,4074,30,30,5,22,3,0,False
shrayasr,1,https://github.com/shrayasr,User,False,5427,30,30,30,30,119,23,False
shubhsardana29,1,https://github.com/shubhsardana29,User,False,2052,17,14,9,30,32,0,False
Asymtode712,1,https://github.com/Asymtode712,User,False,857,30,30,30,30,85,25,False
chenss3,1,https://github.com/chenss3,User,False,2004,30,30,17,7,12,4,False
m13253,1,https://github.com/m13253,User,False,4642,30,30,30,30,520,624,False
grumpydev,1,https://github.com/grumpydev,User,False,5175,30,30,0,30,202,32,False
Svenlaa,1,https://github.com/Svenlaa,User,False,2283,0,0,0,25,4,2,False
barakyaari,1,https://github.com/barakyaari,User,False,4054,0,0,0,30,2,2,False
barath121,1,https://github.com/barath121,User,False,2388,0,0,0,6,15,17,False
BasitAli,1,https://github.com/BasitAli,User,False,4987,0,0,0,30,18,1,False
veleek,1,https://github.com/veleek,User,False,4902,0,0,0,30,25,1,False
Shoggomo,1,https://github.com/Shoggomo,User,False,3246,30,30,30,30,8,2,False
bentdoug,1,https://github.com/bentdoug,User,False,1547,7,7,5,23,5,2,False
jawn,1,https://github.com/jawn,User,False,4671,30,30,30,30,43,0,False
codeofdusk,1,https://github.com/codeofdusk,User,False,4519,30,30,30,30,42,37,False
bitdeli-chef,1,https://github.com/bitdeli-chef,User,False,4441,30,30,0,30,153,11,False
blakestack,1,https://github.com/blakestack,User,False,388,0,0,0,14,0,0,False
BLM16,1,https://github.com/BLM16,User,False,1818,19,15,15,16,3,6,False
bricelam,1,https://github.com/bricelam,User,False,4828,30,30,30,30,740,1234,False
bkmeneguello,1,https://github.com/bkmeneguello,User,False,4785,30,30,30,30,23,12,False
augustoproiete,1,https://github.com/augustoproiete,User,False,5520,30,30,30,24,303,363,False
CCcat8059,1,https://github.com/CCcat8059,User,False,1975,0,0,0,6,27,71,False
salutontalk,1,https://github.com/salutontalk,User,False,364,0,0,0,1,0,0,False
cljazouli,1,https://github.com/cljazouli,User,False,2974,0,0,0,12,20,0,False
U-C-S,1,https://github.com/U-C-S,User,False,2117,0,0,0,30,65,331,False
LordAro,1,https://github.com/LordAro,User,False,4342,0,0,0,30,61,9,False
chasemaier,1,https://github.com/chasemaier,User,False,4507,0,0,0,14,16,1,False
tanchekwei,1,https://github.com/tanchekwei,User,False,2884,0,30,13,30,24,17,False
ChristianLW,1,https://github.com/ChristianLW,User,False,3378,17,12,13,8,4,1,False
chwarr,1,https://github.com/chwarr,User,False,3680,30,30,30,30,34,10,True
clareduval,1,https://github.com/clareduval,User,False,2517,9,6,4,14,6,1,False
cloudhan,1,https://github.com/cloudhan,User,False,4805,30,30,30,30,73,363,False
alxxiong,1,https://github.com/alxxiong,User,False,2308,1,1,0,1,4,0,False
DamirAinullin,1,https://github.com/DamirAinullin,User,False,3825,30,30,15,30,25,28,False
DanRosenberry,1,https://github.com/DanRosenberry,User,False,336,1,1,0,1,1,1,False
Dandjinh,1,https://github.com/Dandjinh,User,False,3033,5,2,14,11,1,2,False
deisterhold,1,https://github.com/deisterhold,User,False,4549,30,30,11,30,0,27,False
gsuberland,1,https://github.com/gsuberland,User,False,4048,30,0,0,30,136,245,False
qwerty472123,1,https://github.com/qwerty472123,User,False,4131,0,0,0,19,371,4584,False
ACGNnsj,1,https://github.com/ACGNnsj,User,False,3081,0,0,0,30,3,2,False
TheChilledBuffalo,1,https://github.com/TheChilledBuffalo,User,False,1308,0,0,0,25,22,0,False
adamchilders,1,https://github.com/adamchilders,User,False,3660,0,0,0,7,0,0,False
patridge,1,https://github.com/patridge,User,False,5065,0,0,0,30,88,6,True
addrum,1,https://github.com/addrum,User,False,4470,0,0,0,24,8,5,False
maws6502,1,https://github.com/maws6502,User,False,2436,1,1,1,9,9,0,False
adriancampos,1,https://github.com/adriancampos,User,False,4101,30,30,17,30,27,17,False
Advaith3600,1,https://github.com/Advaith3600,User,False,3107,30,30,12,29,83,246,False
azlkiniue,1,https://github.com/azlkiniue,User,False,2991,18,14,3,30,436,39,False
abduljawada,1,https://github.com/abduljawada,User,False,732,30,30,0,18,9,1,False
just1a-person,1,https://github.com/just1a-person,User,False,1533,14,12,30,8,3,0,False
Alaricus,1,https://github.com/Alaricus,User,False,3405,30,30,9,30,62,108,False
alexmg,1,https://github.com/alexmg,User,False,5623,30,30,30,30,91,10,False
ailintom,1,https://github.com/ailintom,User,False,2992,30,18,21,28,16,17,False
asklar,1,https://github.com/asklar,User,False,3040,30,30,30,30,138,16,True
al2me6,1,https://github.com/al2me6,User,False,2595,0,0,0,28,14,22,False
ad-mca-mk,1,https://github.com/ad-mca-mk,User,False,4445,0,0,0,10,0,0,False
andbartol,1,https://github.com/andbartol,User,False,3832,0,0,0,12,2,0,False
andrewbaker-uk,1,https://github.com/andrewbaker-uk,User,False,3684,0,0,0,8,4,0,False
androiddevnotes,1,https://github.com/androiddevnotes,User,False,1721,0,0,0,27,1664,7608,False
cmzy,1,https://github.com/cmzy,User,False,5205,0,0,0,30,891,92,False
anaisbetts,1,https://github.com/anaisbetts,User,False,6198,0,0,30,30,2198,168,False
anish-94,1,https://github.com/anish-94,User,False,3153,18,15,12,30,5,4,False
AnonymousWP,1,https://github.com/AnonymousWP,User,False,2116,30,30,30,30,79,37,False
anson-poon,1,https://github.com/anson-poon,User,False,1532,21,18,8,18,1,3,False
anthony81799,1,https://github.com/anthony81799,User,False,1910,30,30,2,24,1,30,False
mickut,1,https://github.com/mickut,User,False,4399,7,6,4,17,2,7,False
AugustKarlstedt,1,https://github.com/AugustKarlstedt,User,False,3784,23,14,8,30,21,30,False
austintrose,1,https://github.com/austintrose,User,False,4619,25,22,27,10,9,0,False
obairka,1,https://github.com/obairka,User,False,4500,1,1,2,2,7,0,False
liubiantao,1,https://github.com/liubiantao,User,False,4416,30,30,30,30,33,17,False
haoliuu,1,https://github.com/haoliuu,User,False,4050,2,1,0,6,3,1,False
hugodahl,1,https://github.com/hugodahl,User,False,5043,0,0,0,30,30,1,False
kanglib,1,https://github.com/kanglib,User,False,3676,0,0,0,25,28,5,False
huseyint,1,https://github.com/huseyint,User,False,5061,0,0,0,28,81,47,False
Ares9323,1,https://github.com/Ares9323,User,False,2217,0,0,0,5,12,0,False
iakrayna,1,https://github.com/iakrayna,User,False,1222,0,0,0,1,0,0,False
ianjoneill,1,https://github.com/ianjoneill,User,False,4126,0,0,0,12,4,4,False
