pr_number,lines_added,lines_deleted,comments,review_comments,avg_review_comments,state,merged,accepted
5792,36,5,1,0,0.0,closed,False,False
5790,9,16,2,2,0.6666666666666666,closed,True,True
5789,50,25,2,0,0.0,closed,False,False
5786,2,2,1,0,0.0,closed,True,True
5784,29,0,0,14,2.8,closed,False,False
5783,17,7,1,0,0.0,closed,True,True
5782,30,8,7,2,0.16666666666666666,closed,True,True
5781,4,12,0,0,0.0,closed,True,True
5780,2,2,3,0,0.0,closed,True,True
5778,2,2,0,2,2.0,closed,False,False
5777,18,1,3,0,0.0,closed,True,True
5776,4,3,3,0,0.0,closed,True,True
5772,7,3,1,0,0.0,closed,False,False
5768,1,0,0,2,1.0,closed,True,True
5767,1,1,2,1,0.5,closed,True,True
5764,63,63,2,3,0.1111111111111111,closed,True,True
5761,3,2,6,0,0.0,closed,True,True
5760,36,8,1,0,0.0,closed,True,True
5759,31,8,0,0,0.0,closed,False,False
5758,126,2,3,1,0.125,closed,True,True
5757,21,0,5,11,0.18032786885245902,closed,False,False
5756,19,6,1,4,1.3333333333333333,closed,True,True
5754,3,0,0,2,2.0,closed,True,True
5748,74,2,8,4,0.8,closed,False,False
5746,587,475,6,0,0.0,closed,False,False
5744,5,5,1,0,0.0,closed,True,True
5738,35,18,1,0,0.0,closed,True,True
5736,1,0,1,2,2.0,closed,True,True
