Login,Contributions,URL,Type,Site Admin,Account Age (days),Total PRs Submitted,Total PRs Merged,Total Issues Opened,Total Repositories Contributed To,Followers,Stars Received,Is Member of Organization
VMRuiz,2,https://github.com/VMRuiz,User,False,4226,30,30,30,14,15,0,False
torymur,2,https://github.com/torymur,User,False,4479,30,30,26,6,48,61,False
AmbientLighter,2,https://github.com/AmbientLighter,User,False,5445,30,30,1,30,24,6,False
zloidemon,2,https://github.com/zloidemon,User,False,5371,0,0,0,30,0,37,False
SudShekhar,2,https://github.com/SudShekhar,User,False,4406,8,5,13,19,8,1,False
raihan71,2,https://github.com/raihan71,User,False,2723,30,30,8,30,151,4,False
dufferzafar,2,https://github.com/dufferzafar,User,False,4747,30,30,30,30,607,334,False
zessx,2,https://github.com/zessx,User,False,4403,30,30,30,30,57,41,False
rydwhelchel,2,https://github.com/rydwhelchel,User,False,1914,30,30,3,20,3,1,False
ramiro,2,https://github.com/ramiro,User,False,5907,30,30,30,30,170,11,False
ric2b,2,https://github.com/ric2b,User,False,3802,30,27,30,30,42,33,False
pencoa,2,https://github.com/pencoa,User,False,3974,6,3,19,30,27,1,False
rennerocha,2,https://github.com/rennerocha,User,False,5283,30,30,30,30,267,10,False
tagatac,2,https://github.com/tagatac,User,False,4792,30,30,30,30,53,80,False
MrMenezes,2,https://github.com/MrMenezes,User,False,3742,9,7,0,30,34,5,False
gustavodeandrade,2,https://github.com/gustavodeandrade,User,False,5214,3,2,3,12,3,0,False
bopace,2,https://github.com/bopace,User,False,3386,24,23,20,30,11,4,False
jpbalarini,2,https://github.com/jpbalarini,User,False,4306,26,17,13,30,24,13,False
josealberto4444,2,https://github.com/josealberto4444,User,False,3507,30,30,20,1,9,0,False
iamkaushal,2,https://github.com/iamkaushal,User,False,2893,5,3,0,30,19,11,False
zaid-ismail031,2,https://github.com/zaid-ismail031,User,False,1746,11,9,0,22,1,1,False
woxcab,2,https://github.com/woxcab,User,False,3362,10,7,17,12,5,143,False
nsirletti,2,https://github.com/nsirletti,User,False,2445,2,2,0,10,0,0,False
laggardkernel,2,https://github.com/laggardkernel,User,False,3578,30,30,30,30,34,94,False
joehillen,2,https://github.com/joehillen,User,False,5605,30,30,30,30,62,38,False
ivannotes,2,https://github.com/ivannotes,User,False,4785,6,6,0,22,15,12,False
irgmedeiros,2,https://github.com/irgmedeiros,User,False,4451,20,15,3,30,43,6,False
ilias-ant,2,https://github.com/ilias-ant,User,False,2385,15,14,30,17,68,133,False
colinmorris,2,https://github.com/colinmorris,User,False,5074,30,30,30,30,520,227,False
amferraz,2,https://github.com/amferraz,User,False,5442,18,14,25,30,32,24,False
andrewshir,2,https://github.com/andrewshir,User,False,4421,3,2,1,6,2,0,False
zoliszeredi,2,https://github.com/zoliszeredi,User,False,4477,30,30,4,16,9,3,False
yolile,2,https://github.com/yolile,User,False,4004,30,30,30,30,30,10,False
yash08123,2,https://github.com/yash08123,User,False,844,30,30,1,30,7,6,False
kinoute,2,https://github.com/kinoute,User,False,5113,30,30,30,30,85,9,False
WinterComes,2,https://github.com/WinterComes,User,False,2774,12,7,0,13,8,0,False
ahlen,2,https://github.com/ahlen,User,False,6191,30,30,7,2,12,4,False
brunsgaard,2,https://github.com/brunsgaard,User,False,5013,30,30,30,30,35,14,False
JessA-L,2,https://github.com/JessA-L,User,False,1262,15,15,0,23,0,7,False
Jane333,2,https://github.com/Jane333,User,False,4171,0,0,3,9,30,4,False
jacty,2,https://github.com/jacty,User,False,4322,30,30,18,7,18,0,False
stillzhl,2,https://github.com/stillzhl,User,False,4552,16,14,3,28,43,21,False
ilhaoni,2,https://github.com/ilhaoni,User,False,4226,30,30,0,3,7,0,False
IAlwaysBeCoding,2,https://github.com/IAlwaysBeCoding,User,False,3919,24,14,26,30,9,9,False
hmsimha,2,https://github.com/hmsimha,User,False,4512,7,6,4,18,4,7,False
morenoh149,2,https://github.com/morenoh149,User,False,5134,30,30,30,30,426,32,False
burneyh,2,https://github.com/burneyh,User,False,3083,30,27,0,30,4,1,False
gustavo-bordin,2,https://github.com/gustavo-bordin,User,False,1807,6,3,9,18,30,28,False
ferdyrod,2,https://github.com/ferdyrod,User,False,5315,30,30,4,30,25,4,False
djm,2,https://github.com/djm,User,False,5745,30,30,30,30,139,20,False
dguo,2,https://github.com/dguo,User,False,4482,30,30,30,30,171,87,False
dellis23,2,https://github.com/dellis23,User,False,4778,30,30,30,30,81,1363,False
rodrigc,2,https://github.com/rodrigc,User,False,4618,30,30,30,20,45,5,False
andreastziortz,2,https://github.com/andreastziortz,User,False,2310,5,2,0,4,1,0,False
ahlinc,2,https://github.com/ahlinc,User,False,3436,30,30,30,30,87,11,False
Cj-Malone,2,https://github.com/Cj-Malone,User,False,3723,30,30,30,30,16,11,False
Anjalizi,2,https://github.com/Anjalizi,User,False,2884,8,5,12,30,20,5,False
11-aryan,2,https://github.com/11-aryan,User,False,1981,11,8,5,11,1,6,False
bjlange,2,https://github.com/bjlange,User,False,5031,19,16,30,30,36,10,False
storymode7,2,https://github.com/storymode7,User,False,2752,30,30,12,26,7,0,False
Mirwaisse,2,https://github.com/Mirwaisse,User,False,2945,14,10,8,18,6,46,False
MikeinRealLife,2,https://github.com/MikeinRealLife,User,False,3865,3,3,1,9,1,0,False
matveinazaruk,2,https://github.com/matveinazaruk,User,False,4559,7,6,4,29,4,1,False
NicolasP,2,https://github.com/NicolasP,User,False,6198,8,6,5,7,10,0,False
MMesch,2,https://github.com/MMesch,User,False,4503,30,30,30,30,110,43,False
marven,2,https://github.com/marven,User,False,4613,8,5,0,2,15,3,False
mgedmin,2,https://github.com/mgedmin,User,False,5557,30,30,30,30,207,333,False
msabramo,2,https://github.com/msabramo,User,False,5361,30,30,30,30,233,10,False
lagenar,2,https://github.com/lagenar,User,False,5916,5,4,18,10,24,219,False
kas,2,https://github.com/kas,User,False,3924,30,30,30,30,50,18,False
Kiran1689,2,https://github.com/Kiran1689,User,False,1526,30,26,30,30,102,319,False
ankostis,2,https://github.com/ankostis,User,False,5193,30,30,30,30,45,78,False
khpeek,2,https://github.com/khpeek,User,False,4027,2,2,22,24,58,394,False
altendky,2,https://github.com/altendky,User,False,5160,30,30,30,30,289,8,False
KDreynolds,2,https://github.com/KDreynolds,User,False,3266,30,30,0,30,74,8,False
LMKight,2,https://github.com/LMKight,User,False,3139,2,2,3,2,2,0,False
Lazar-T,2,https://github.com/Lazar-T,User,False,3850,6,6,4,28,116,99,False
ldmberman,2,https://github.com/ldmberman,User,False,4255,30,30,30,30,87,24,False
LorenDavie,2,https://github.com/LorenDavie,User,False,5191,8,6,22,18,5,1,False
loreguerra,2,https://github.com/loreguerra,User,False,3351,2,1,1,11,0,1,False
cyberplant,2,https://github.com/cyberplant,User,False,4825,30,30,11,17,34,11,False
luzfcb,1,https://github.com/luzfcb,User,False,5017,30,30,30,30,354,8,False
0xwho7,1,https://github.com/0xwho7,User,False,2384,6,3,4,7,0,0,False
fbergen,1,https://github.com/fbergen,User,False,4632,5,3,6,30,13,16,False
soid,1,https://github.com/soid,User,False,5466,21,12,19,30,16,12,False
frederik-elwert,1,https://github.com/frederik-elwert,User,False,4446,30,30,30,30,24,75,False
HEndo12345,1,https://github.com/HEndo12345,User,False,2495,1,1,1,7,1,0,False
HAKSOAT,1,https://github.com/HAKSOAT,User,False,2950,30,30,22,30,95,7,False
halfcrazy,1,https://github.com/halfcrazy,User,False,4330,30,30,30,30,107,0,False
mhlakhani,1,https://github.com/mhlakhani,User,False,5171,30,28,30,23,36,27,False
Hassan-Shoayb,1,https://github.com/Hassan-Shoayb,User,False,1448,3,3,1,30,471,39,False
hoatle,1,https://github.com/hoatle,User,False,5761,30,30,30,30,131,10,False
rettinghaus,1,https://github.com/rettinghaus,User,False,3920,30,30,30,30,39,6,False
nopper,1,https://github.com/nopper,User,False,5626,30,23,30,30,75,89,False
farsene,1,https://github.com/farsene,User,False,2644,22,17,7,30,5,1,False
felipeands,1,https://github.com/felipeands,User,False,4903,26,16,2,30,15,0,False
coder46,1,https://github.com/coder46,User,False,4537,18,12,30,30,32,25,False
0xdeb,1,https://github.com/0xdeb,User,False,1705,4,3,3,4,3,0,False
jenya,1,https://github.com/jenya,User,False,5088,12,12,5,6,15,1,False
erikkemperman,1,https://github.com/erikkemperman,User,False,4440,30,30,30,30,54,0,False
emarondan,1,https://github.com/emarondan,User,False,1989,13,12,0,13,2,0,False
emeryberger,1,https://github.com/emeryberger,User,False,4701,30,30,30,30,1322,3848,False
maxcohen31,1,https://github.com/maxcohen31,User,False,1566,5,3,0,30,1236,77,False
emschorsch,1,https://github.com/emschorsch,User,False,4500,16,10,6,30,11,1,False
eliat123,1,https://github.com/eliat123,User,False,4069,11,5,3,16,1,0,False
drewseibert,1,https://github.com/drewseibert,User,False,3189,4,3,0,6,1,0,False
dracony,1,https://github.com/dracony,User,False,4435,30,30,24,30,145,34,False
djikoSal,1,https://github.com/djikoSal,User,False,2228,13,11,9,2,8,2,False
kianmeng,1,https://github.com/kianmeng,User,False,5615,30,30,30,30,133,0,False
iKevinY,1,https://github.com/iKevinY,User,False,4525,30,30,30,21,263,864,False
lewoudar,1,https://github.com/lewoudar,User,False,3663,30,30,29,30,22,84,False
sripriyesha,1,https://github.com/sripriyesha,User,False,1668,2,2,2,21,3,1,False
JulienPalard,1,https://github.com/JulienPalard,User,False,5428,30,30,30,30,380,127,False
julien-duponchelle,1,https://github.com/julien-duponchelle,User,False,5318,30,30,30,30,282,1042,False
