PR ID,PR Author,Title,State,Created At,Merged At,Closed At,Labels,Base Branch,Head Branch,Files Changed,Lines Added,Lines Deleted,Commits,Comments,Review Comments,Reviewers,Review States,Draft Status,Linked Issues,Repository ID,"Repository Size (Stars, Forks, Contributors, Commits)","Repository Activity (Commits, PRs, Issues)","Project Phase (Before Major Release, After Major Release, Active Phase)"
2338929158,shink,[Dynamo] Allow dynamo to handle 'or' operator between two dicts,open,2025-02-17T06:51:00Z,,,"open source, topic: not user facing, module: dynamo",main,fix/dynamo/dict-or,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2338907567,zeshengzong,Optimize `Sequential` methods description,open,2025-02-17T06:36:29Z,,,"open source, topic: not user facing",main,opt/docs/nn,,,,,,,"albanD, jbschlosser, mikaylagawarecki",,False,,65600975,"86941, 23377, None, None"
2338813519,xytintel,Update torch-xpu-ops commit pin,open,2025-02-17T05:25:54Z,,,"open source, topic: not user facing, keep-going, ciflow/xpu",main,xyt/xpu_pin_b421032c8fed40df5eaee395c2e7f5f8a7bcc815,,,,,,,"EikanWang, gujinghui",,False,,65600975,"86941, 23377, None, None"
2338668311,zeshengzong,Remove deprecate method `LRScheduler.print_lr`,open,2025-02-17T03:21:10Z,,,"open source, release notes: optim",main,opt/deprecate/LRScheduler,,,,,,,"albanD, janeyx99",,False,,65600975,"86941, 23377, None, None"
2338652246,h-vetinari,switch from deprecated `find_package(CUDA)` to `find_package(CUDAToolkit)`,open,2025-02-17T03:10:05Z,,,"module: mkldnn, open source",main,cmake,,,,,,,,,True,,65600975,"86941, 23377, None, None"
2338617010,malfet,[MPS][BE] Turn `exec_unary_kernel` as MetalShaderLibrary method,closed,2025-02-17T02:37:49Z,,2025-02-17T08:31:28Z,"Merged, release notes: mps, ciflow/mps",gh/malfet/193/base,gh/malfet/193/head,,,,,,,"kulinseth, Skylion007",,False,,65600975,"86941, 23377, None, None"
2338593437,leslie-fang-intel,[Inductor][CPP] Add the legalize low fp support for index expr,closed,2025-02-17T02:19:19Z,,2025-02-17T07:11:22Z,"open source, Merged, ciflow/trunk, topic: not user facing, module: inductor, ciflow/inductor",gh/leslie-fang-intel/184/base,gh/leslie-fang-intel/184/head,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2338592082,malfet,[BE] Make `exec_unary_kernel` take TensorIterator as argument,closed,2025-02-17T02:17:57Z,,2025-02-17T07:34:38Z,"Merged, topic: not user facing, release notes: mps, ciflow/mps",gh/malfet/192/base,gh/malfet/192/head,,,,,,,"kulinseth, Skylion007",,False,,65600975,"86941, 23377, None, None"
2338591972,malfet,[BE] Switch all structured funcs to stubs,closed,2025-02-17T02:17:48Z,,2025-02-17T07:34:37Z,"Merged, topic: not user facing, release notes: mps, ciflow/mps",gh/malfet/191/base,gh/malfet/191/head,,,,,,,"kulinseth, Skylion007",,False,,65600975,"86941, 23377, None, None"
2338497519,pytorchupdatebot,[executorch hash update] update the pinned executorch hash,closed,2025-02-17T00:25:52Z,,2025-02-17T05:03:07Z,"open source, Merged, ciflow/trunk, topic: not user facing, ciflow/inductor",main,update-executorch-commit-hash/13360269739-1463-1,,,,,,,jeffdaily,,False,,65600975,"86941, 23377, None, None"
2338454748,mikaylagawarecki,Fix overflow in checkInBoundsForStorage,open,2025-02-16T22:51:24Z,,,,gh/mikaylagawarecki/314/base,gh/mikaylagawarecki/314/head,,,,,,,,,True,,65600975,"86941, 23377, None, None"
2338413861,stepanhruda,Fix arvr macOS buck pytorch builds,closed,2025-02-16T21:10:44Z,,2025-02-17T18:47:26Z,"module: cpu, fb-exported, Merged, ciflow/trunk, release notes: quantization",main,export-D69722372,,,,,,,"jerryzh168, salilsdesai, kimishpatel, digantdesai, jianyuh",,False,,65600975,"86941, 23377, None, None"
2338402114,cocktailpeanut,Do not use username for inductor default_cache_dir,open,2025-02-16T20:39:38Z,,,"open source, topic: not user facing, module: inductor",main,main,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2338305706,Skylion007,[BE]: Enable ruff rule SIM113,closed,2025-02-16T16:37:57Z,,2025-02-16T22:41:19Z,"oncall: distributed, open source, better-engineering, Merged, ciflow/trunk, release notes: onnx, release notes: quantization, topic: not user facing, fx, module: dynamo, ciflow/inductor",main,skylion007/enable-ruff-SIM113-2025-02-16,,,,,,,"malfet, avikchaudhuri, tugsbayasgalan, zhxchen17, ydwu4, angelayi, titaiwangms, shubhambhokare1, justinchuby, wschin",,False,,65600975,"86941, 23377, None, None"
2338301431,egg-west,fixed optimizer load_state_dict,open,2025-02-16T16:27:51Z,,,"open source, release notes: optim",main,fix_optimizer_load_state_dict,,,,,,,"albanD, janeyx99",,False,,65600975,"86941, 23377, None, None"
2338173711,malfet,[MPS][BE] Use stubs for floor/ceil/round/trunc,closed,2025-02-16T11:16:37Z,,2025-02-16T17:22:51Z,"Merged, topic: not user facing, release notes: mps, ciflow/mps",gh/malfet/190/base,gh/malfet/190/head,,,,,,,"kulinseth, dcci",,False,,65600975,"86941, 23377, None, None"
2338173354,malfet,[MPS][BE] Use stubs for floor/ceil/round/trunc,closed,2025-02-16T11:15:44Z,,2025-02-16T11:17:37Z,"topic: not user facing, release notes: mps, ciflow/mps",gh/malfet/189/base,gh/malfet/189/head,,,,,,,"kulinseth, Skylion007, dcci",,False,,65600975,"86941, 23377, None, None"
2338055949,mengluy0125,[Pyper] Enable GQA in PMA module,open,2025-02-16T05:27:35Z,,,"fb-exported, release notes: functorch",main,export-D69557675,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2337973024,pytorchupdatebot,[executorch hash update] update the pinned executorch hash,closed,2025-02-16T00:25:47Z,,2025-02-16T05:11:35Z,"open source, Merged, ciflow/trunk, topic: not user facing, ciflow/inductor",main,update-executorch-commit-hash/13349943940-1462-1,,,,,,,jeffdaily,,False,,65600975,"86941, 23377, None, None"
2337967421,bobrenjc93,[experimental][fbcode] delayed compile,open,2025-02-16T00:08:13Z,,,"ciflow/trunk, module: dynamo, ciflow/inductor",gh/bobrenjc93/276/base,gh/bobrenjc93/276/head,,,,,,,,,True,,65600975,"86941, 23377, None, None"
2337966910,bobrenjc93,[experimental] delayed compile,closed,2025-02-16T00:06:39Z,,2025-02-16T00:07:43Z,,gh/bobrenjc93/275/base,gh/bobrenjc93/275/head,,,,,,,,,True,,65600975,"86941, 23377, None, None"
2337966892,bobrenjc93,[experimental] delayed compile,closed,2025-02-16T00:06:36Z,,2025-02-16T00:07:41Z,"module: dynamo, ciflow/inductor",gh/bobrenjc93/274/base,gh/bobrenjc93/274/head,,,,,,,,,True,,65600975,"86941, 23377, None, None"
2337948064,bobrenjc93,[experimental] delayed export,open,2025-02-15T22:49:00Z,,,"module: dynamo, ciflow/inductor",gh/bobrenjc93/273/base,gh/bobrenjc93/273/head,,,,,,,,,True,,65600975,"86941, 23377, None, None"
2337900684,malfet,[MPS] Implement and test round.decimals,closed,2025-02-15T20:13:58Z,,2025-02-16T23:17:15Z,"Merged, release notes: mps, ciflow/mps",gh/malfet/188/base,gh/malfet/188/head,,,,,,,"kulinseth, dcci",,False,,65600975,"86941, 23377, None, None"
2337872097,bobrenjc93,[experimental] delayed compile,open,2025-02-15T18:50:53Z,,,"ciflow/trunk, module: dynamo, ciflow/inductor",gh/bobrenjc93/272/base,gh/bobrenjc93/272/head,,,,,,,,,True,,65600975,"86941, 23377, None, None"
2337597618,jokercw147,Add the memory and dispatch to the logging module.,open,2025-02-15T07:45:56Z,,,open source,main,main,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2337588057,zqwenn,add PrivateUse1 backend in fsdp collecitves,open,2025-02-15T07:19:25Z,,,"oncall: distributed, open source, release notes: distributed (fsdp)",main,main,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2337502074,henrylhtsang,t2,closed,2025-02-15T05:09:37Z,,2025-02-15T05:15:38Z,"topic: not user facing, module: inductor, ciflow/inductor",gh/henrylhtsang/17/base,gh/henrylhtsang/17/head,,,,,,,,,True,,65600975,"86941, 23377, None, None"
2337501742,henrylhtsang,t1,closed,2025-02-15T05:09:33Z,,2025-02-15T05:15:41Z,"topic: not user facing, module: inductor, ciflow/inductor",gh/henrylhtsang/16/base,gh/henrylhtsang/16/head,,,,,,,,,True,,65600975,"86941, 23377, None, None"
2337401923,TroyGarden,[TorchRec][PT2] disable contextlib in PT2 train pipeline,open,2025-02-15T03:53:17Z,,,"oncall: distributed, internals, fb-exported",main,export-D68480678,,,,,,,"albanD, jbschlosser, mikaylagawarecki",,False,,65600975,"86941, 23377, None, None"
2337383544,cyyever,Fix clang-tidy warnings in torch/jit,open,2025-02-15T03:11:07Z,,,"oncall: jit, open source, NNC, release notes: jit",main,jit_lint2,,,,,,,"titaiwangms, shubhambhokare1",,False,,65600975,"86941, 23377, None, None"
2337383386,seemethere,utils: Update md5 call to be fips compliant,closed,2025-02-15T03:10:41Z,,2025-02-15T15:19:11Z,"Merged, ciflow/trunk, release notes: python_frontend, topic: not user facing",gh/seemethere/8/base,gh/seemethere/8/head,,,,,,,"jeffdaily, jithunnair-amd",,False,,65600975,"86941, 23377, None, None"
2337374630,jansel,[inductor] Simplify grid handling,open,2025-02-15T02:50:06Z,,,"topic: not user facing, ciflow/mps, module: inductor, ciflow/inductor, ciflow/inductor-rocm",gh/jansel/506/base,gh/jansel/506/head,,,,,,,,,True,,65600975,"86941, 23377, None, None"
2337356161,JBlitzar,Hipify: use usedforsecurity=False for MD5,closed,2025-02-15T02:26:41Z,,2025-02-15T02:37:44Z,"open source, topic: not user facing",main,main,,,,,,,"jeffdaily, jithunnair-amd",,False,,65600975,"86941, 23377, None, None"
2337342094,blaine-rister,[Inductor] Fix 3D tiling with permute,closed,2025-02-15T01:54:53Z,,2025-02-15T23:28:38Z,"Merged, ciflow/trunk, topic: not user facing, module: inductor, ciflow/inductor",main,brister/3d_permute_block_ptr,,,,,,,"nandesuka, arui-meta",,False,,65600975,"86941, 23377, None, None"
2337329782,dulinriley,Move ir_pre_fusion.txt and ir_post_fusion.txt to TORCH_LOGS,open,2025-02-15T01:28:22Z,,,"topic: not user facing, module: inductor, module: dynamo, ciflow/inductor",main,ir_pre_fusion,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2337328206,cyyever,Remove CAFFE2_USE_EXCEPTION_PTR,open,2025-02-15T01:24:57Z,,,"open source, topic: not user facing",main,USE_EXCEPTION_PTR,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2337326307,c00w,dynamo: Don't crash when encountering a object with no __name__,open,2025-02-15T01:22:48Z,,,"topic: not user facing, module: dynamo, ciflow/inductor",gh/c00w/40/base,gh/c00w/40/head,,,,,,,"yanboliang, jamesjwu",,False,,65600975,"86941, 23377, None, None"
2337318721,henrylhtsang,Update lintrunner sympy version to 1.13.3,closed,2025-02-15T01:11:59Z,,2025-02-15T01:12:33Z,topic: not user facing,gh/henrylhtsang/15/base,gh/henrylhtsang/15/head,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2337315984,cyyever,Add SmallVectorImpl move constructor and other fixes,open,2025-02-15T01:07:37Z,,,"open source, topic: not user facing",main,small_v,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2337299521,naromero77amd,[ROCm] [TunableOp] Track top solutions during tuning process,open,2025-02-15T00:40:16Z,,,"module: rocm, open source, topic: not user facing",main,tunableop_topN_solns,,,,,,,jeffdaily,,False,,65600975,"86941, 23377, None, None"
2337288519,xmfan,wip [ca] unpack hooks,open,2025-02-15T00:29:28Z,,,"module: dynamo, ciflow/inductor, module: compiled autograd",gh/xmfan/182/base,gh/xmfan/182/head,,,,,,,,,True,,65600975,"86941, 23377, None, None"
2337281135,pytorchupdatebot,[executorch hash update] update the pinned executorch hash,closed,2025-02-15T00:23:07Z,,2025-02-15T05:02:25Z,"open source, Merged, ciflow/trunk, topic: not user facing, ciflow/inductor",main,update-executorch-commit-hash/13339750520-1461-1,,,,,,,jeffdaily,,False,,65600975,"86941, 23377, None, None"
2337275677,angelayi,[symbolic shapes] Add replacement for backed symints,open,2025-02-15T00:17:43Z,,,"release notes: fx, fx, ciflow/inductor",gh/angelayi/73/base,gh/angelayi/73/head,,,,,,,bobrenjc93,,False,,65600975,"86941, 23377, None, None"
2337271536,angelayi,[apf] Fix input adapter,open,2025-02-15T00:13:24Z,,,"fb-exported, release notes: export",main,export-D69328093,,,,,,,"avikchaudhuri, tugsbayasgalan, zhxchen17, ydwu4",,False,,65600975,"86941, 23377, None, None"
2337219293,angelayi,[export] Loosen symint input serialization,open,2025-02-14T23:38:14Z,,,"ciflow/trunk, ciflow/inductor, release notes: export",main,angelayi/fix3,,,,,,,"tugsbayasgalan, zhxchen17, ydwu4",,False,,65600975,"86941, 23377, None, None"
2337194784,tebartsch,logging: close handler after removing it,open,2025-02-14T23:20:48Z,,,open source,main,patch-1,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2337175286,jansel,[inductor] Don't leak pointers to cpp_wrapper with lru_cache,closed,2025-02-14T22:57:53Z,,2025-02-15T08:25:44Z,"Merged, ciflow/trunk, topic: not user facing, module: inductor, ciflow/inductor",gh/jansel/505/base,gh/jansel/505/head,,,,,,,"desertfire, eellison",,False,,65600975,"86941, 23377, None, None"
2337138099,AviralGoelAMD,[Inductor][ROCm][CK] Unhardedcoded kernel shapes for ck_conv_template codegen,open,2025-02-14T22:22:19Z,,,"module: rocm, open source, topic: not user facing, module: inductor",main,aviralgoel-amd-inductor,,,,,,,tenpercent,,False,,65600975,"86941, 23377, None, None"
2337134490,amjames,Ensure conj/neg flags are set in destination for CUDA->CPU copies,open,2025-02-14T22:18:29Z,,,"open source, topic: not user facing",gh/amjames/20/base,gh/amjames/20/head,,,,,,,"eqy, syed-ahmed, janeyx99",,False,,65600975,"86941, 23377, None, None"
2337092990,shengfukevin,Capture HCCL in PyTorch Execution Trace,open,2025-02-14T21:39:11Z,,,"oncall: distributed, fb-exported, release notes: distributed (c10d)",main,export-D69555405,,,,,,,kwen2501,,False,,65600975,"86941, 23377, None, None"
2337091129,eellison,Iterate over dense dim first in split reduction reindexing,open,2025-02-14T21:37:26Z,,,"topic: not user facing, module: inductor, ciflow/inductor",gh/eellison/763/base,gh/eellison/763/head,,,,,,,shunting314,,False,,65600975,"86941, 23377, None, None"
2337079557,jayfurmanek,Don't use '-e' when installing Triton,closed,2025-02-14T21:28:38Z,,2025-02-14T21:31:16Z,release notes: releng,main,fix-triton-build,,,,,,,"eqy, syed-ahmed, jeffdaily",,False,,65600975,"86941, 23377, None, None"
2337037316,ydwu4,[dynamo] fix error message when logging graph that contains hops,closed,2025-02-14T20:57:24Z,,2025-02-15T00:53:46Z,"Merged, ciflow/trunk, topic: not user facing, module: dynamo, ciflow/inductor",gh/ydwu4/214/base,gh/ydwu4/214/head,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2337028483,benjaminglass1,cpp_wrapper: Fix even more tests,open,2025-02-14T20:50:32Z,,,"open source, topic: not user facing, module: inductor, ciflow/inductor",gh/benjaminglass1/72/base,gh/benjaminglass1/72/head,,,,,,,,,True,,65600975,"86941, 23377, None, None"
2337026700,mlazos,[Cutlass] Restore search space for swizzle,open,2025-02-14T20:48:56Z,,,"ciflow/trunk, module: inductor, ciflow/inductor, release notes: inductor",gh/mlazos/7/base,gh/mlazos/7/head,,,,,,,masnesral,,False,,65600975,"86941, 23377, None, None"
2337026643,mlazos,"[Cutlass] Add support for runtime param choices, starting with swizzle",open,2025-02-14T20:48:53Z,,,"ciflow/trunk, module: inductor, ciflow/inductor, release notes: inductor",gh/mlazos/6/base,gh/mlazos/6/head,,,,,,,"eellison, Chillee",,False,,65600975,"86941, 23377, None, None"
2337026589,mlazos,[Inductor] Add autotuning artifact logging,open,2025-02-14T20:48:50Z,,,"ciflow/trunk, module: inductor, module: dynamo, ciflow/inductor, release notes: inductor",gh/mlazos/5/base,gh/mlazos/5/head,,,,,,,"eellison, henrylhtsang",,False,,65600975,"86941, 23377, None, None"
2337026097,amdfaa,[ROCm] Update inductor-perf-test-nightly-rocm.yml to use the correct labels & frequency,closed,2025-02-14T20:48:22Z,,2025-02-17T19:29:29Z,"module: rocm, open source, Merged, topic: not user facing",main,patch-11,,,,,,,"malfet, jithunnair-amd",,False,,65600975,"86941, 23377, None, None"
2336970411,GulkoA,Periodic Activations Module,open,2025-02-14T20:05:29Z,,,"open source, release notes: nn, topic: improvements",main,main,,,,,,,"albanD, jbschlosser, mikaylagawarecki",,False,,65600975,"86941, 23377, None, None"
2336963694,anijain2305,[dynamo][mappingproxy][inspect] Support existing types.MappingProxyType,closed,2025-02-14T20:00:19Z,,2025-02-15T07:59:36Z,"Merged, ciflow/trunk, topic: not user facing, module: dynamo, ciflow/inductor",gh/anijain2305/683/base,gh/anijain2305/683/head,,,,,,,"StrongerXi, jansel",,False,,65600975,"86941, 23377, None, None"
2336917321,zhxchen17,[sigmoid] Test OSS model runner with test_export.py,open,2025-02-14T19:25:24Z,,,"fb-exported, release notes: export",main,export-D69060784,,,,,,,"avikchaudhuri, tugsbayasgalan, ydwu4, angelayi",,False,,65600975,"86941, 23377, None, None"
2336889034,benjaminglass1,cpp_wrapper: Fixup output code indentation,open,2025-02-14T19:05:13Z,,,"open source, topic: not user facing, module: inductor, ciflow/inductor",gh/benjaminglass1/71/base,gh/benjaminglass1/71/head,,,,,,,,,False,,65600975,"86941, 23377, None, None"
