Login,Contributions,URL,Type,Site Admin,Account Age (days),Total PRs Submitted,Total PRs Merged,Total Issues Opened,Total Repositories Contributed To,Followers,Stars Received,Is Member of Organization
AdrianScott,1,https://github.com/AdrianScott,User,False,5490,30,30,21,30,29,6,False
AdrianSilaghi,1,https://github.com/AdrianSilaghi,User,False,3788,1,1,2,3,0,0,False
aiherrera1,1,https://github.com/aiherrera1,User,False,1702,0,0,0,9,3,0,False
Ahmad-Alaziz,1,https://github.com/Ahmad-Alaziz,User,False,1598,0,0,0,20,13,32,False
atetsuka,1,https://github.com/atetsuka,User,False,1740,0,0,0,1,0,0,False
deece,1,https://github.com/deece,User,False,4626,0,0,0,30,16,1,False
hazzari,1,https://github.com/hazzari,User,False,3094,10,6,7,7,21,0,False
dotdust,1,https://github.com/dotdust,User,False,4791,1,1,0,4,2,0,False
alexsoyes,1,https://github.com/alexsoyes,User,False,3792,30,24,19,20,66,32,False
AlexKissiJr,1,https://github.com/AlexKissiJr,User,False,851,5,5,0,30,4,1,False
alexworden,1,https://github.com/alexworden,User,False,5474,3,3,8,17,5,0,False
snaky-ru,1,https://github.com/snaky-ru,User,False,5088,1,0,0,3,1,0,False
AJV009,1,https://github.com/AJV009,User,False,2375,0,0,0,30,46,12,False
althaf004,1,https://github.com/althaf004,User,False,1389,0,0,0,6,0,0,False
AmahAjavon,1,https://github.com/AmahAjavon,User,False,3695,0,0,0,30,6,0,False
amebru,1,https://github.com/amebru,User,False,4456,3,2,11,5,7,0,False
aaly00,1,https://github.com/aaly00,User,False,3616,13,6,23,30,10,6,False
anatoliykmetyuk,1,https://github.com/anatoliykmetyuk,User,False,4501,30,30,30,30,109,17,False
4nd3rs,1,https://github.com/4nd3rs,User,False,5210,3,2,2,28,12,69,False
andrewbourguignon,1,https://github.com/andrewbourguignon,User,False,509,2,1,0,10,4,0,False
bbaaxx,1,https://github.com/bbaaxx,User,False,4363,30,0,0,30,15,11,False
EdgarBarrantes,1,https://github.com/EdgarBarrantes,User,False,3638,0,0,0,30,30,0,False
lalo,1,https://github.com/lalo,User,False,5141,30,30,30,30,60,4,False
egonm12,1,https://github.com/egonm12,User,False,3163,30,30,29,30,9,3,False
ehtec,1,https://github.com/ehtec,User,False,2171,9,6,22,30,15,21,False
seacrest,1,https://github.com/seacrest,User,False,4199,4,3,1,30,3,0,False
emmanuel-ferdman,1,https://github.com/emmanuel-ferdman,User,False,2589,30,30,10,21,43,15,False
enricofranke,1,https://github.com/enricofranke,User,False,2741,20,20,4,9,12,13,False
pilotniq,1,https://github.com/pilotniq,User,False,5264,22,14,15,30,9,11,False
erlendjones,1,https://github.com/erlendjones,User,False,3762,3,2,3,12,4,0,False
esaiaswestberg,1,https://github.com/esaiaswestberg,User,False,3323,30,30,30,30,6,14,False
eslam-fakhry,1,https://github.com/eslam-fakhry,User,False,2720,4,4,0,15,0,0,False
zedatrix,1,https://github.com/zedatrix,User,False,4786,9,0,0,30,17,34,False
ezolenko,1,https://github.com/ezolenko,User,False,4700,30,30,22,28,8,825,False
elynch303,1,https://github.com/elynch303,User,False,4818,16,14,6,30,5,0,False
eukub,1,https://github.com/eukub,User,False,473,30,17,0,30,1,0,False
Exstor,1,https://github.com/Exstor,User,False,1204,2,1,1,0,0,0,False
FIresInWind,1,https://github.com/FIresInWind,User,False,486,1,1,0,1,0,0,False
faichele,1,https://github.com/faichele,User,False,3391,7,5,1,24,4,8,False
fbk111,1,https://github.com/fbk111,User,False,1074,2,0,0,19,5,8,False
faranbutt,1,https://github.com/faranbutt,User,False,1725,0,0,12,30,11,6,False
farizrahman4u,1,https://github.com/farizrahman4u,User,False,3655,30,30,30,30,1074,50,False
kfern,1,https://github.com/kfern,User,False,4617,30,30,30,30,16,17,False
fzoric8,1,https://github.com/fzoric8,User,False,2886,30,30,30,30,46,2,False
Fluder-Paradyne,1,https://github.com/Fluder-Paradyne,User,False,776,30,30,7,24,29,3,False
Sewen,1,https://github.com/Sewen,User,False,5207,5,4,0,16,3,1,False
Fullstop000,1,https://github.com/Fullstop000,User,False,3564,30,30,30,30,137,0,False
machado2,1,https://github.com/machado2,User,False,3718,11,10,30,30,1,11,False
GECORegulatory,1,https://github.com/GECORegulatory,User,False,790,1,1,5,3,0,0,False
CHIGUI0,1,https://github.com/CHIGUI0,User,False,982,2,2,2,8,9,1,False
gabrielrbarbosa,1,https://github.com/gabrielrbarbosa,User,False,3582,30,30,30,30,31,27,False
tomkat-cr,1,https://github.com/tomkat-cr,User,False,4662,30,30,7,30,26,50,False
carylaw,1,https://github.com/carylaw,User,False,2901,1,1,7,16,0,0,False
CatMe0w,1,https://github.com/CatMe0w,User,False,3912,30,30,30,30,122,35,False
cbrzn,1,https://github.com/cbrzn,User,False,3108,30,30,30,30,80,1,False
Ch0daboy,1,https://github.com/Ch0daboy,User,False,2881,1,1,0,2,0,0,False
superchaoran,1,https://github.com/superchaoran,User,False,3979,30,30,30,30,43,5,False
iamlockelightning,1,https://github.com/iamlockelightning,User,False,3548,6,4,30,21,23,15,False
chrisvxd,1,https://github.com/chrisvxd,User,False,4932,30,30,30,30,173,216,False
dagelf,1,https://github.com/dagelf,User,False,5020,30,27,30,30,52,2,False
corpetty,1,https://github.com/corpetty,User,False,4522,30,30,30,30,108,12,False
cwperks,1,https://github.com/cwperks,User,False,3281,30,30,30,30,28,2,False
DJStompZone,1,https://github.com/DJStompZone,User,False,1351,30,30,30,30,26,5,False
danhamilt,1,https://github.com/danhamilt,User,False,1264,1,1,0,10,1,0,False
dleidisch,1,https://github.com/dleidisch,User,False,2197,1,1,1,5,0,0,False
dr1yl,1,https://github.com/dr1yl,User,False,3191,1,1,2,7,1,0,False
dannaward,1,https://github.com/dannaward,User,False,1610,30,30,30,30,104,5,False
danielfebrero,1,https://github.com/danielfebrero,User,False,3115,30,30,30,15,33,1,False
danmohad,1,https://github.com/danmohad,User,False,4568,17,15,21,15,4,8,False
BurtTheCoder,1,https://github.com/BurtTheCoder,User,False,2576,5,5,0,30,12,31,False
scenaristeur,1,https://github.com/scenaristeur,User,False,4340,30,30,30,30,66,17,False
dwrtz,1,https://github.com/dwrtz,User,False,4717,30,30,30,11,11,18,False
dongdaoguang,1,https://github.com/dongdaoguang,User,False,3919,12,10,6,9,7,1,False
DawgZter,1,https://github.com/DawgZter,User,False,3079,3,2,14,18,1,1,False
flashdumper,1,https://github.com/flashdumper,User,False,3419,20,1,0,30,43,3,False
DhruvAwasthi,1,https://github.com/DhruvAwasthi,User,False,1716,26,21,19,30,15,49,False
dimitribrooks,1,https://github.com/dimitribrooks,User,False,2926,10,1,0,2,4,0,False
DG1202,1,https://github.com/DG1202,User,False,2362,30,30,0,9,1,0,False
droosma,1,https://github.com/droosma,User,False,5459,30,30,8,16,9,9,False
gluonhiggs,1,https://github.com/gluonhiggs,User,False,1453,30,30,4,29,6,0,False
E-GPT,1,https://github.com/E-GPT,User,False,703,1,1,0,1,18,17,False
3kh0,1,https://github.com/3kh0,User,False,1913,30,30,30,30,909,1043,False
