PR ID,Title,State,Created At,Merged At,Closed At,Labels,Base Branch,Head Branch,Files Changed,Lines Added,Lines Deleted,Commits,Comments,Review Comments,Reviewers,Review States,Draft Status,Linked Issues,Repository ID,"Repository Size (Stars, Forks, Contributors, Commits)","Repository Activity (Commits, PRs, Issues)","Project Phase (Before Major Release, After Major Release, Active Phase)"
924725147,Add Hatch,open,2022-04-30T20:50:26Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
917560402,add FastAPI and Flair,open,2022-04-25T00:09:42Z,,,,master,master,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
908625901,Add Squirrel,open,2022-04-13T08:11:31Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
907389475,Add Chaos Toolkit,open,2022-04-12T09:33:33Z,,,,master,add-chaostoolkit,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
905131328,Add context_menu,open,2022-04-10T06:22:41Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
893893317,Add django-rest-framework-simplejwt,open,2022-03-30T03:23:43Z,,,,master,djangor-rest-framework-simplejwt,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
883639543,Update README.md,open,2022-03-18T17:11:04Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
883419873,add Flower for federated learning,open,2022-03-18T13:01:28Z,,,,master,federated-learning,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
882553342,Add nameko,open,2022-03-17T15:34:21Z,,,,master,master,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
878704580,Update README.md,open,2022-03-14T07:06:45Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
877379476,Add pypi-command-line,open,2022-03-11T12:17:44Z,,,,master,add-pypi-command-line,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
876516080,Add Chaos Genius to Awesome Python,open,2022-03-10T15:06:41Z,,,,master,master,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
871726931,ERPNext updated,open,2022-03-04T14:39:15Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
861399231,Add cachetools,open,2022-02-23T13:12:54Z,,,,master,add-cachetools,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
859758090,Add Python Code Snippets for Beginners,open,2022-02-21T18:48:40Z,,,,master,master,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
852981079,Add databooks,open,2022-02-15T08:46:32Z,,,,master,master,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
839508931,Update README.md,open,2022-02-03T16:53:10Z,,,,master,master,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
833758889,Added Gradio,open,2022-01-27T18:14:43Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
829598694,Rename category and add several libraries,open,2022-01-22T20:18:40Z,,,,master,master,,,,,,,,,False,,21289110,"234167, 25290, None, None","30, 30, 30","None, None, False"
829505949,Add Raylib-Python-CFFI,open,2022-01-22T13:31:42Z,,,,master,slurpyb-patch-1,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
828566456,Replace Theano with Aesra,open,2022-01-21T14:14:23Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
822627820,Add P2PNetwork and multiformats,open,2022-01-14T12:46:29Z,,,,master,master,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
818467122,Update README.md,open,2022-01-11T09:10:34Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
816883520,Add Poe the Poet,open,2022-01-08T16:05:52Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
815681736,Streamlit and Pycaret added,open,2022-01-06T17:01:13Z,,,,master,master,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
812997116,Add Onacol,open,2022-01-03T09:07:47Z,,,,master,add-onacol,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
805970445,Added large-file-finder monitoring tool,open,2021-12-19T01:29:52Z,,,,master,master,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
802116025,Add Dataconf,open,2021-12-14T09:14:18Z,,,,master,master,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
801406552,my new file,open,2021-12-13T15:46:23Z,,,,master,subhankar_patch,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
797803258,Add Prisma Client Python,open,2021-12-08T12:51:04Z,,,,master,add-prisma,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
792597137,Added rexmex to recommender systems.,open,2021-12-01T11:20:42Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
784344557,Add discord.py,open,2021-11-19T04:09:52Z,,,,master,master,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
781466272,Add objectfactory,open,2021-11-16T09:10:27Z,,,,master,master,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
781149221,Add utm to Geolocation,open,2021-11-15T23:30:01Z,,,,master,master,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
780044267,add xltpl,open,2021-11-14T08:37:56Z,,,,master,master,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
779662069,Add BerylDB,open,2021-11-12T19:09:19Z,,,,master,master,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
777385195,add jsonclasses,open,2021-11-10T09:22:20Z,,,,master,master,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
771077091,Update README.md,open,2021-11-02T04:28:46Z,,,,master,master,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
769274769,optimized sort.py code,open,2021-10-29T14:07:50Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
765459688,Add Free PO editor,open,2021-10-25T13:14:48Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
764858023,UPDATE README,open,2021-10-24T11:55:05Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
762992249,Added online Python decompiler link,open,2021-10-21T07:42:26Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
762892394,Add Scikit-rf,open,2021-10-21T04:23:53Z,,,,master,master,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
761118641,Add PaddleOCR.,open,2021-10-19T06:54:39Z,,,,master,PaddleOCR,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
760327975,Add boilerplate section and flask-htmx boilerplate,open,2021-10-18T10:46:24Z,,,,master,add-flask-htmx,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
754659202,Add codext,open,2021-10-10T08:38:34Z,,,,master,master,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
751704707,docs: add `power-cache` to caching section,open,2021-10-06T13:52:54Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
748580822,Added sourcemaking to design patterns section,open,2021-10-04T05:20:17Z,,,,master,master,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
742776938,Update README.md,open,2021-09-26T00:12:43Z,,,,master,master,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
739607534,Add humanize,open,2021-09-21T21:18:22Z,,,,master,master,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
733464363,Add strawberry graphql,open,2021-09-14T08:58:48Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234168, 25290, None, None","30, 30, 30","None, None, False"
726590182,add pyc2pa,open,2021-09-03T07:58:47Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
723503013,Added Publishing Python Packages,open,2021-08-31T15:45:59Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
703380746,Update README.md,open,2021-08-04T12:13:15Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
692148902,Full Stack Python Security,open,2021-07-18T21:05:29Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
691892127,incuded datepaser lib in 'date and time' section,open,2021-07-17T09:03:15Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
690431620,"Added nbshare.io as a Python resource under ""Websites"" section",open,2021-07-15T06:22:06Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
689985643,Add vue.py,open,2021-07-14T14:54:26Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
688638779,Add cornell,open,2021-07-13T08:20:53Z,,,,master,patch-cornell,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
683768558,Update README.md,open,2021-07-05T14:55:18Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
683737825,Add scikit-learn-intelex,open,2021-07-05T14:11:26Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
682393289,Add PyStateMachine,open,2021-07-02T07:11:43Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
672810170,Add sierra,open,2021-06-17T16:31:48Z,,,,master,patch-2,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
670681729,Add ScanAPI,open,2021-06-15T19:21:09Z,,,,master,scanapi,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
663998248,Add Feast,open,2021-06-07T23:39:00Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
663159594,Add Tkinter Designer to GUI Development Section.,open,2021-06-07T04:38:20Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
662976762,Add MediaPipe,open,2021-06-06T15:10:08Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
662934362,Update README.md,open,2021-06-06T12:05:10Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
662050452,Added hub,open,2021-06-04T20:58:22Z,,,,master,addHub,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
662026036,Add activeloop,open,2021-06-04T20:13:17Z,,,,master,addActiveloop,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
657361116,Add JAX,open,2021-05-29T04:13:39Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
654643736,remove Python-for-Scientists,open,2021-05-27T08:08:48Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
650627258,Add typer,open,2021-05-22T13:21:09Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
647868911,add gpx-converter,open,2021-05-19T16:59:30Z,,,,master,patch-3,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
647856580,add deep-translator,open,2021-05-19T16:43:56Z,,,,master,patch-2,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
647849328,add igel,open,2021-05-19T16:34:44Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
645326336,add pytorch lightning,open,2021-05-16T14:45:56Z,,,,master,add/pytorch-lightning,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
621202530,"Added ""Projects"" section and ""DevProjects"" under ##Websites",open,2021-04-22T15:25:53Z,,,,master,jenniferdev,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
619310604,Add Beanie,open,2021-04-20T13:07:43Z,,,,master,feature/add_beanie,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
613235992,Database Drivers UPD,open,2021-04-12T03:53:08Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
607622404,The pipenv packaging tool has been added,open,2021-04-01T19:28:50Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
607040011,Adding hub to the awesome list,open,2021-04-01T06:43:44Z,,,,master,adding-hubpackage,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
602687180,Add pyABC,open,2021-03-29T11:33:58Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
602182285,Add aiohttp-rpc,open,2021-03-28T04:29:41Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
595018253,Add liquidb to ORM section,open,2021-03-17T20:06:27Z,,,,master,liquidb,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
593263959,Added new module to date-time section,open,2021-03-15T17:33:22Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
591122017,Update README.md - added third-party API library,open,2021-03-11T19:32:58Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
586080525,Add celery-exporter,open,2021-03-06T15:06:37Z,,,,master,add-celery-exporter,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
586030782,Add Ariadne GraphQL library,open,2021-03-06T09:22:10Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
579975070,Update README.md,open,2021-02-25T10:11:30Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
571217897,PyArrow library,open,2021-02-10T16:08:14Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
568829314,Add Lark,open,2021-02-06T18:20:22Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
564683258,Add Caer: High-performance Computer Vision library,open,2021-01-31T16:18:27Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
564648459,Add rsa,open,2021-01-31T12:44:34Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
563991183,Add tinyscript: A development kit for quickly building argparse-based…,open,2021-01-29T13:39:05Z,,,,master,add_tinyscript,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
560054796,add traitlets,open,2021-01-22T15:56:24Z,,,,master,add_traitlets,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
560036528,add pint,open,2021-01-22T15:26:13Z,,,,master,add_pint,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
559999628,Add D-Tale,open,2021-01-22T14:28:22Z,,,,master,add_dtale,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
559370271,add holoviews,open,2021-01-21T16:16:27Z,,,,master,add_holoviews,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
559356014,add oracledb to Database Drivers,open,2021-01-21T16:04:35Z,,,,master,add-cx_oracle,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
558634930,add @radis - A library for molecular emission and absorption spectroscopy,open,2021-01-20T23:22:37Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
552715074,Add mediatr library,open,2021-01-11T12:41:55Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
552148596,Update README.md with MediaCMS,open,2021-01-09T15:48:06Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
551845199,Add async webframework: FastAPI,open,2021-01-08T16:47:30Z,,,,master,add-fastapi,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
551714297,Add Thoth's configuration file for Kebechet bot,open,2021-01-08T12:48:10Z,,,,master,add-thoth,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
551644336,📝 Updated line_profiler repo location,open,2021-01-08T10:21:10Z,,,,master,patch-2,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
551640572,📝 Add deprecation disclaimer to When.py,open,2021-01-08T10:13:51Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
551140302,Added deprecation disclaimer for PyUserInput,open,2021-01-07T15:50:11Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
546232948,Add Texthero,open,2020-12-28T20:46:25Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
546180500,adds MediaCMS project under cms section,open,2020-12-28T17:53:02Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
545611269,Add JSONPerf,open,2020-12-25T16:30:13Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
542515644,Added `timelogging` to the list,open,2020-12-18T12:31:32Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
541629891,Add FaraPy in cms,open,2020-12-17T06:10:57Z,,,,master,master,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
538976477,Create awesome-python,open,2020-12-13T16:15:54Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
538927621,"Added poetry, pipenv, and dephell under dependency management",open,2020-12-13T10:23:27Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234169, 25290, None, None","30, 30, 30","None, None, False"
537472479,Add FastAPI list,open,2020-12-11T22:13:12Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
537023769,Add jupylet,open,2020-12-11T15:34:26Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
533997131,Added vimspector to - debugging tools,open,2020-12-07T22:49:26Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
529049328,Added pysonDB,open,2020-11-29T03:18:02Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
525228834,Add Neuraxle,open,2020-11-22T04:28:10Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
522340529,added new item to Websocket section,open,2020-11-17T11:32:50Z,,,,master,wsocket,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
516313556,added High Performance Python for Data Analytics,open,2020-11-05T20:15:32Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
516005791,Add santiagobasulto/sargon generator library,open,2020-11-05T11:49:42Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
512341794,Add Eland,open,2020-10-29T15:03:28Z,,,,master,add-eland,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
507901115,Add vedo,open,2020-10-21T22:32:48Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
502585804,Update README.md,open,2020-10-13T17:08:27Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
501029027,Add viztracer,open,2020-10-10T19:55:35Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
499806244,Update sort.py,open,2020-10-08T10:04:59Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
496717556,[code analysis tools] Add fixit,open,2020-10-02T06:41:16Z,,,,master,code-analysis-framework-fixit,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
496187125,Add Recommenders,open,2020-10-01T11:33:03Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
495994616,Add Chainer-A Deep Learning framework,open,2020-10-01T06:22:39Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
495935114,Added Machine Learning Libraries supported by Python,open,2020-10-01T04:08:41Z,,,,master,my_doc,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
495908134,Added more Data Visualization Libraries,open,2020-10-01T02:36:58Z,,,,master,my_contri,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
492277987,Add nplusone,open,2020-09-24T08:30:25Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
489967898,"Add confight, One simple way of parsing configs",open,2020-09-20T22:30:20Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
486066441,Add textX,open,2020-09-13T00:09:38Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
480714342,Add sho,open,2020-09-06T10:12:00Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
480468206,Add LibreSelery,open,2020-09-05T06:53:37Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
475732973,Add chainer,open,2020-08-29T06:51:26Z,,,,master,patch-3,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
475098238,Add Cubes,open,2020-08-28T05:25:17Z,,,,master,patch-2,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
474488955,Added Mahotas library,open,2020-08-27T06:46:08Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
472900316,Add guietta GUI ,open,2020-08-25T02:42:49Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
470968570,Add Data Presentation category and Datapane,open,2020-08-20T14:59:34Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
468131900,Add Dependency Injector,open,2020-08-14T18:43:00Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
463058534,Add Ciphey,open,2020-08-04T23:19:37Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
459600982,Add crossbar.io,open,2020-07-30T21:03:38Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
457849972,Add Pattern,open,2020-07-28T14:31:04Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
457334595,"Added PyOxidizer to the ""distribution"" section",open,2020-07-27T18:39:48Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
456556313,Add kite plugin for vscode,open,2020-07-25T03:01:44Z,,,,master,master,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
455970022,Add Optic,open,2020-07-23T21:50:51Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
447250357,Add Microsoft QuantumLibraries,open,2020-07-10T06:21:48Z,,,,master,patch-2,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
447047408,Added pycrunch - Continuous test runner,open,2020-07-09T19:19:58Z,,,,master,added-pycrunch-v2,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
447031525,Added pytrace - Time-Travel Debugger,open,2020-07-09T18:44:26Z,,,,master,added-pytrace,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
442705955,Add MeiliSearch-python,open,2020-07-01T13:37:53Z,,,,master,add_meilisearch_python,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
438360245,Add mockito,open,2020-06-23T06:54:50Z,,,,master,add_mockito,,,,,,,,,False,,21289110,"234170, 25290, None, None","30, 30, 30","None, None, False"
437056143,Add the Fil memory profiler,open,2020-06-19T11:46:16Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
436570021,Add nox,open,2020-06-18T15:44:57Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
423868394,Add python-testing-crawler,open,2020-05-27T13:53:33Z,,,,master,patch-2,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
419470857,Added Little Ball of Fur,open,2020-05-18T12:32:29Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
419007640,Added folium in data visualization libraries,open,2020-05-16T18:47:15Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
418866361,Add PyOpenAL for audio playback,open,2020-05-15T22:45:17Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
417277715,Add law,open,2020-05-13T10:45:26Z,,,,master,master,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
415789070,Add links to several popular tools which wrap C++ code into python module,open,2020-05-10T22:12:21Z,,,,master,master,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
415074389,"Add pywasm, a webassembly interpreter",open,2020-05-08T06:39:37Z,,,,master,addpywasm,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
408258920,docs: add imgix-python to image libraries,open,2020-04-23T23:59:50Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
397657454,Add RepTate,open,2020-04-02T15:38:22Z,,,,master,RepTate,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
