PR ID,Title,State,Created At,Merged At,Closed At,Labels,Base Branch,Head Branch,Files Changed,Lines Added,Lines Deleted,Commits,Comments,Review Comments,Reviewers,Review States,Draft Status,Linked Issues,Repository ID,"Repository Size (Stars, Forks, Contributors, Commits)","Repository Activity (Commits, PRs, Issues)","Project Phase (Before Major Release, After Major Release, Active Phase)"
2338857830,feat: Hide collaborators' cursors,open,2025-02-17T06:01:53Z,,,,master,Open-source-Contribution,,,,,,,,,False,,231283452,"92514, 8857, None, None","0, 30, 8","{'url': 'https://api.github.com/repos/excalidraw/excalidraw/releases/45977760', 'assets_url': 'https://api.github.com/repos/excalidraw/excalidraw/releases/45977760/assets', 'upload_url': 'https://uploads.github.com/repos/excalidraw/excalidraw/releases/45977760/assets{?name,label}', 'html_url': 'https://github.com/excalidraw/excalidraw/releases/tag/v0.9.0', 'id': 45977760, 'author': {'login': 'ad1992', 'id': 11256141, 'node_id': 'MDQ6VXNlcjExMjU2MTQx', 'avatar_url': 'https://avatars.githubusercontent.com/u/11256141?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ad1992', 'html_url': 'https://github.com/ad1992', 'followers_url': 'https://api.github.com/users/ad1992/followers', 'following_url': 'https://api.github.com/users/ad1992/following{/other_user}', 'gists_url': 'https://api.github.com/users/ad1992/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ad1992/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ad1992/subscriptions', 'organizations_url': 'https://api.github.com/users/ad1992/orgs', 'repos_url': 'https://api.github.com/users/ad1992/repos', 'events_url': 'https://api.github.com/users/ad1992/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ad1992/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}, 'node_id': 'MDc6UmVsZWFzZTQ1OTc3NzYw', 'tag_name': 'v0.9.0', 'target_commitish': 'master', 'name': 'v0.9.0 (2021-07-10)', 'draft': False, 'prerelease': False, 'created_at': '2021-07-10T13:22:19Z', 'published_at': '2021-07-10T13:24:32Z', 'assets': [{'url': 'https://api.github.com/repos/excalidraw/excalidraw/releases/assets/40046393', 'id': 40046393, 'node_id': 'MDEyOlJlbGVhc2VBc3NldDQwMDQ2Mzkz', 'name': 'excalidraw-excalidraw-v0.9.0.tgz', 'label': None, 'uploader': {'login': 'ad1992', 'id': 11256141, 'node_id': 'MDQ6VXNlcjExMjU2MTQx', 'avatar_url': 'https://avatars.githubusercontent.com/u/11256141?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ad1992', 'html_url': 'https://github.com/ad1992', 'followers_url': 'https://api.github.com/users/ad1992/followers', 'following_url': 'https://api.github.com/users/ad1992/following{/other_user}', 'gists_url': 'https://api.github.com/users/ad1992/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ad1992/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ad1992/subscriptions', 'organizations_url': 'https://api.github.com/users/ad1992/orgs', 'repos_url': 'https://api.github.com/users/ad1992/repos', 'events_url': 'https://api.github.com/users/ad1992/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ad1992/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}, 'content_type': 'application/gzip', 'state': 'uploaded', 'size': 1951790, 'download_count': 148, 'created_at': '2021-07-10T13:23:10Z', 'updated_at': '2021-07-10T13:23:20Z', 'browser_download_url': 'https://github.com/excalidraw/excalidraw/releases/download/v0.9.0/excalidraw-excalidraw-v0.9.0.tgz'}], 'tarball_url': 'https://api.github.com/repos/excalidraw/excalidraw/tarball/v0.9.0', 'zipball_url': 'https://api.github.com/repos/excalidraw/excalidraw/zipball/v0.9.0', 'body': ""## Excalidraw API\r\n\r\n### Features\r\n\r\n- [`restore(data, localAppState, localElements)`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#restore) and [`restoreElements(elements, localElements)`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#restoreElements) now take `localElements` argument which will be used to ensure existing elements' versions are used and incremented. This fixes an issue where importing the same file would resolve to elements with older versions, potentially causing issues when reconciling [#3797](https://github.com/excalidraw/excalidraw/pull/3797).\r\n\r\n  #### BREAKING CHANGE\r\n\r\n  - `localElements` argument is mandatory (can be `null`/`undefined`) if using TypeScript.\r\n\r\n- Support `appState.exportEmbedScene` attribute in [`exportToSvg`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#exportToSvg) which allows to embed the scene data [#3777](https://github.com/excalidraw/excalidraw/pull/3777).\r\n\r\n  #### BREAKING CHANGE\r\n\r\n  - The attribute `metadata` is now removed as `metadata` was only used to embed scene data which is now supported with the `appState.exportEmbedScene` attribute.\r\n  - [`exportToSvg`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#exportToSvg) now resolves to a promise which resolves to `svg` of the exported drawing.\r\n\r\n- Expose [`loadLibraryFromBlob`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#loadLibraryFromBlobY), [`loadFromBlob`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#loadFromBlob), and [`getFreeDrawSvgPath`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#getFreeDrawSvgPath) [#3764](https://github.com/excalidraw/excalidraw/pull/3764).\r\n\r\n- Expose [`FONT_FAMILY`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#FONT_FAMILY) so that consumer can use when passing `initialData.appState.currentItemFontFamily` [#3710](https://github.com/excalidraw/excalidraw/pull/3710).\r\n\r\n- Added prop [`autoFocus`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#autoFocus) to focus the excalidraw component on page load when enabled, defaults to false [#3691](https://github.com/excalidraw/excalidraw/pull/3691).\r\n\r\n  Note: Earlier Excalidraw component was focussed by default on page load, you need to enable `autoFocus` prop to retain the same behaviour.\r\n\r\n- Added prop `UIOptions.canvasActions.export.renderCustomUI` to support Custom UI rendering inside export dialog [#3666](https://github.com/excalidraw/excalidraw/pull/3666).\r\n- Added prop `UIOptions.canvasActions.saveAsImage` to show/hide the **Save as image** button in the canvas actions. Defauls to `true` hence the **Save as Image** button is rendered [#3662](https://github.com/excalidraw/excalidraw/pull/3662).\r\n\r\n- Export dialog can be customised with [`UiOptions.canvasActions.export`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#exportOpts) [#3658](https://github.com/excalidraw/excalidraw/pull/3658).\r\n\r\n  Also, [`UIOptions`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#UIOptions) is now memoized to avoid unnecessary rerenders.\r\n\r\n  #### BREAKING CHANGE\r\n\r\n  - `UIOptions.canvasActions.saveAsScene` is now renamed to `UiOptions.canvasActions.export.saveFileToDisk`. Defaults to `true` hence the **save file to disk** button is rendered inside the export dialog.\r\n  - `exportToBackend` is now renamed to `UIOptions.canvasActions.export.exportToBackend`. If this prop is not passed, the **shareable-link** button will not be rendered, same as before.\r\n\r\n### Fixes\r\n\r\n- Use excalidraw Id in elements so every element has unique id [#3696](https://github.com/excalidraw/excalidraw/pull/3696).\r\n\r\n### Refactor\r\n\r\n- #### BREAKING CHANGE\r\n  - Rename `UIOptions.canvasActions.saveScene` to `UIOptions.canvasActions.saveToActiveFile`[#3657](https://github.com/excalidraw/excalidraw/pull/3657).\r\n  - Removed `shouldAddWatermark: boolean` attribute from options for [export](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#export-utilities) APIs [#3639](https://github.com/excalidraw/excalidraw/pull/3639).\r\n  - Removed `appState.shouldAddWatermark` so in case you were passing `shouldAddWatermark` in [initialData.AppState](https://github.com/excalidraw/excalidraw/blob/master/src/types.ts#L42) it will not work anymore.\r\n\r\n## Excalidraw Library\r\n\r\n**_This section lists the updates made to the excalidraw library and will not affect the integration._**\r\n\r\n### Features\r\n\r\n- Switch to selection tool on library item insert [#3773](https://github.com/excalidraw/excalidraw/pull/3773)\r\n\r\n- Show active file name when saving to current file [#3733](https://github.com/excalidraw/excalidraw/pull/3733)\r\n\r\n- Add hint around text editing [#3708](https://github.com/excalidraw/excalidraw/pull/3708)\r\n\r\n- Change library icon to be more clear [#3583](https://github.com/excalidraw/excalidraw/pull/3583)\r\n\r\n- Pass current `theme` when installing libraries [#3701](https://github.com/excalidraw/excalidraw/pull/3701)\r\n\r\n- Update virgil font [#3692](https://github.com/excalidraw/excalidraw/pull/3692)\r\n\r\n- Support exporting json to excalidraw plus [#3678](https://github.com/excalidraw/excalidraw/pull/3678)\r\n\r\n- Save exportScale in AppState [#3580](https://github.com/excalidraw/excalidraw/pull/3580)\r\n\r\n- Add shortcuts for stroke and background color picker [#3318](https://github.com/excalidraw/excalidraw/pull/3318)\r\n\r\n- Exporting redesign [#3613](https://github.com/excalidraw/excalidraw/pull/3613)\r\n\r\n- Auto-position tooltip and suport overflowing container [#3631](https://github.com/excalidraw/excalidraw/pull/3631)\r\n\r\n- Auto release @excalidraw/excalidraw-next on every change [#3614](https://github.com/excalidraw/excalidraw/pull/3614)\r\n\r\n- Allow inner-drag-selecting with cmd/ctrl [#3603](https://github.com/excalidraw/excalidraw/pull/3603)\r\n\r\n### Fixes\r\n\r\n- view mode cursor adjustments [#3809](https://github.com/excalidraw/excalidraw/pull/3809).\r\n\r\n- Pass next release to updatePackageVersion & replace ## unreleased with new version [#3806](https://github.com/excalidraw/excalidraw/pull/3806)\r\n\r\n- Include deleted elements when passing to restore [#3802](https://github.com/excalidraw/excalidraw/pull/3802)\r\n\r\n- Import React before using jsx [#3804](https://github.com/excalidraw/excalidraw/pull/3804)\r\n\r\n- Ensure `s` and `g` shortcuts work on no selection [#3800](https://github.com/excalidraw/excalidraw/pull/3800)\r\n\r\n- Keep binding for attached arrows after changing text [#3754](https://github.com/excalidraw/excalidraw/pull/3754)\r\n\r\n- Deselect elements on viewMode toggle [#3741](https://github.com/excalidraw/excalidraw/pull/3741)\r\n\r\n- Allow pointer events for disable zen mode button [#3743](https://github.com/excalidraw/excalidraw/pull/3743)\r\n\r\n- Use rgba instead of shorthand alpha [#3688](https://github.com/excalidraw/excalidraw/pull/3688)\r\n\r\n- Color pickers not opening on mobile [#3676](https://github.com/excalidraw/excalidraw/pull/3676)\r\n\r\n- On contextMenu, use selected element regardless of z-index [#3668](https://github.com/excalidraw/excalidraw/pull/3668)\r\n\r\n- SelectedGroupIds not being stored in history [#3630](https://github.com/excalidraw/excalidraw/pull/3630)\r\n\r\n- Overscroll on touch devices [#3663](https://github.com/excalidraw/excalidraw/pull/3663)\r\n\r\n- Small UI issues around image export dialog [#3642](https://github.com/excalidraw/excalidraw/pull/3642)\r\n\r\n- Normalize linear element points on restore [#3633](https://github.com/excalidraw/excalidraw/pull/3633)\r\n\r\n- Disable pointer-events on footer-center container [#3629](https://github.com/excalidraw/excalidraw/pull/3629)\r\n\r\n### Refactor\r\n\r\n- Delete React SyntheticEvent persist [#3700](https://github.com/excalidraw/excalidraw/pull/3700)\r\n\r\n- Code clean up [#3681](https://github.com/excalidraw/excalidraw/pull/3681)\r\n\r\n### Performance\r\n\r\n- Improve arrow head sizing [#3480](https://github.com/excalidraw/excalidraw/pull/3480)\r\n\r\n### Build\r\n\r\n- Add release script to update relevant files and commit for next release [#3805](https://github.com/excalidraw/excalidraw/pull/3805)\r\n\r\n- Add script to update changelog before a stable release [#3784](https://github.com/excalidraw/excalidraw/pull/3784)\r\n\r\n- Add script to update readme before stable release [#3781](https://github.com/excalidraw/excalidraw/pull/3781)"", 'discussion_url': 'https://github.com/excalidraw/excalidraw/discussions/3815'}, None, False"
2338706021,chore: extend Node.js support to v23.x,open,2025-02-17T03:57:30Z,,,,master,master,,,,,,,,,False,,231283452,"92514, 8857, None, None","0, 30, 10","{'url': 'https://api.github.com/repos/excalidraw/excalidraw/releases/45977760', 'assets_url': 'https://api.github.com/repos/excalidraw/excalidraw/releases/45977760/assets', 'upload_url': 'https://uploads.github.com/repos/excalidraw/excalidraw/releases/45977760/assets{?name,label}', 'html_url': 'https://github.com/excalidraw/excalidraw/releases/tag/v0.9.0', 'id': 45977760, 'author': {'login': 'ad1992', 'id': 11256141, 'node_id': 'MDQ6VXNlcjExMjU2MTQx', 'avatar_url': 'https://avatars.githubusercontent.com/u/11256141?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ad1992', 'html_url': 'https://github.com/ad1992', 'followers_url': 'https://api.github.com/users/ad1992/followers', 'following_url': 'https://api.github.com/users/ad1992/following{/other_user}', 'gists_url': 'https://api.github.com/users/ad1992/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ad1992/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ad1992/subscriptions', 'organizations_url': 'https://api.github.com/users/ad1992/orgs', 'repos_url': 'https://api.github.com/users/ad1992/repos', 'events_url': 'https://api.github.com/users/ad1992/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ad1992/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}, 'node_id': 'MDc6UmVsZWFzZTQ1OTc3NzYw', 'tag_name': 'v0.9.0', 'target_commitish': 'master', 'name': 'v0.9.0 (2021-07-10)', 'draft': False, 'prerelease': False, 'created_at': '2021-07-10T13:22:19Z', 'published_at': '2021-07-10T13:24:32Z', 'assets': [{'url': 'https://api.github.com/repos/excalidraw/excalidraw/releases/assets/40046393', 'id': 40046393, 'node_id': 'MDEyOlJlbGVhc2VBc3NldDQwMDQ2Mzkz', 'name': 'excalidraw-excalidraw-v0.9.0.tgz', 'label': None, 'uploader': {'login': 'ad1992', 'id': 11256141, 'node_id': 'MDQ6VXNlcjExMjU2MTQx', 'avatar_url': 'https://avatars.githubusercontent.com/u/11256141?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ad1992', 'html_url': 'https://github.com/ad1992', 'followers_url': 'https://api.github.com/users/ad1992/followers', 'following_url': 'https://api.github.com/users/ad1992/following{/other_user}', 'gists_url': 'https://api.github.com/users/ad1992/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ad1992/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ad1992/subscriptions', 'organizations_url': 'https://api.github.com/users/ad1992/orgs', 'repos_url': 'https://api.github.com/users/ad1992/repos', 'events_url': 'https://api.github.com/users/ad1992/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ad1992/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}, 'content_type': 'application/gzip', 'state': 'uploaded', 'size': 1951790, 'download_count': 148, 'created_at': '2021-07-10T13:23:10Z', 'updated_at': '2021-07-10T13:23:20Z', 'browser_download_url': 'https://github.com/excalidraw/excalidraw/releases/download/v0.9.0/excalidraw-excalidraw-v0.9.0.tgz'}], 'tarball_url': 'https://api.github.com/repos/excalidraw/excalidraw/tarball/v0.9.0', 'zipball_url': 'https://api.github.com/repos/excalidraw/excalidraw/zipball/v0.9.0', 'body': ""## Excalidraw API\r\n\r\n### Features\r\n\r\n- [`restore(data, localAppState, localElements)`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#restore) and [`restoreElements(elements, localElements)`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#restoreElements) now take `localElements` argument which will be used to ensure existing elements' versions are used and incremented. This fixes an issue where importing the same file would resolve to elements with older versions, potentially causing issues when reconciling [#3797](https://github.com/excalidraw/excalidraw/pull/3797).\r\n\r\n  #### BREAKING CHANGE\r\n\r\n  - `localElements` argument is mandatory (can be `null`/`undefined`) if using TypeScript.\r\n\r\n- Support `appState.exportEmbedScene` attribute in [`exportToSvg`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#exportToSvg) which allows to embed the scene data [#3777](https://github.com/excalidraw/excalidraw/pull/3777).\r\n\r\n  #### BREAKING CHANGE\r\n\r\n  - The attribute `metadata` is now removed as `metadata` was only used to embed scene data which is now supported with the `appState.exportEmbedScene` attribute.\r\n  - [`exportToSvg`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#exportToSvg) now resolves to a promise which resolves to `svg` of the exported drawing.\r\n\r\n- Expose [`loadLibraryFromBlob`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#loadLibraryFromBlobY), [`loadFromBlob`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#loadFromBlob), and [`getFreeDrawSvgPath`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#getFreeDrawSvgPath) [#3764](https://github.com/excalidraw/excalidraw/pull/3764).\r\n\r\n- Expose [`FONT_FAMILY`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#FONT_FAMILY) so that consumer can use when passing `initialData.appState.currentItemFontFamily` [#3710](https://github.com/excalidraw/excalidraw/pull/3710).\r\n\r\n- Added prop [`autoFocus`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#autoFocus) to focus the excalidraw component on page load when enabled, defaults to false [#3691](https://github.com/excalidraw/excalidraw/pull/3691).\r\n\r\n  Note: Earlier Excalidraw component was focussed by default on page load, you need to enable `autoFocus` prop to retain the same behaviour.\r\n\r\n- Added prop `UIOptions.canvasActions.export.renderCustomUI` to support Custom UI rendering inside export dialog [#3666](https://github.com/excalidraw/excalidraw/pull/3666).\r\n- Added prop `UIOptions.canvasActions.saveAsImage` to show/hide the **Save as image** button in the canvas actions. Defauls to `true` hence the **Save as Image** button is rendered [#3662](https://github.com/excalidraw/excalidraw/pull/3662).\r\n\r\n- Export dialog can be customised with [`UiOptions.canvasActions.export`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#exportOpts) [#3658](https://github.com/excalidraw/excalidraw/pull/3658).\r\n\r\n  Also, [`UIOptions`](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#UIOptions) is now memoized to avoid unnecessary rerenders.\r\n\r\n  #### BREAKING CHANGE\r\n\r\n  - `UIOptions.canvasActions.saveAsScene` is now renamed to `UiOptions.canvasActions.export.saveFileToDisk`. Defaults to `true` hence the **save file to disk** button is rendered inside the export dialog.\r\n  - `exportToBackend` is now renamed to `UIOptions.canvasActions.export.exportToBackend`. If this prop is not passed, the **shareable-link** button will not be rendered, same as before.\r\n\r\n### Fixes\r\n\r\n- Use excalidraw Id in elements so every element has unique id [#3696](https://github.com/excalidraw/excalidraw/pull/3696).\r\n\r\n### Refactor\r\n\r\n- #### BREAKING CHANGE\r\n  - Rename `UIOptions.canvasActions.saveScene` to `UIOptions.canvasActions.saveToActiveFile`[#3657](https://github.com/excalidraw/excalidraw/pull/3657).\r\n  - Removed `shouldAddWatermark: boolean` attribute from options for [export](https://github.com/excalidraw/excalidraw/blob/master/src/packages/excalidraw/README.md#export-utilities) APIs [#3639](https://github.com/excalidraw/excalidraw/pull/3639).\r\n  - Removed `appState.shouldAddWatermark` so in case you were passing `shouldAddWatermark` in [initialData.AppState](https://github.com/excalidraw/excalidraw/blob/master/src/types.ts#L42) it will not work anymore.\r\n\r\n## Excalidraw Library\r\n\r\n**_This section lists the updates made to the excalidraw library and will not affect the integration._**\r\n\r\n### Features\r\n\r\n- Switch to selection tool on library item insert [#3773](https://github.com/excalidraw/excalidraw/pull/3773)\r\n\r\n- Show active file name when saving to current file [#3733](https://github.com/excalidraw/excalidraw/pull/3733)\r\n\r\n- Add hint around text editing [#3708](https://github.com/excalidraw/excalidraw/pull/3708)\r\n\r\n- Change library icon to be more clear [#3583](https://github.com/excalidraw/excalidraw/pull/3583)\r\n\r\n- Pass current `theme` when installing libraries [#3701](https://github.com/excalidraw/excalidraw/pull/3701)\r\n\r\n- Update virgil font [#3692](https://github.com/excalidraw/excalidraw/pull/3692)\r\n\r\n- Support exporting json to excalidraw plus [#3678](https://github.com/excalidraw/excalidraw/pull/3678)\r\n\r\n- Save exportScale in AppState [#3580](https://github.com/excalidraw/excalidraw/pull/3580)\r\n\r\n- Add shortcuts for stroke and background color picker [#3318](https://github.com/excalidraw/excalidraw/pull/3318)\r\n\r\n- Exporting redesign [#3613](https://github.com/excalidraw/excalidraw/pull/3613)\r\n\r\n- Auto-position tooltip and suport overflowing container [#3631](https://github.com/excalidraw/excalidraw/pull/3631)\r\n\r\n- Auto release @excalidraw/excalidraw-next on every change [#3614](https://github.com/excalidraw/excalidraw/pull/3614)\r\n\r\n- Allow inner-drag-selecting with cmd/ctrl [#3603](https://github.com/excalidraw/excalidraw/pull/3603)\r\n\r\n### Fixes\r\n\r\n- view mode cursor adjustments [#3809](https://github.com/excalidraw/excalidraw/pull/3809).\r\n\r\n- Pass next release to updatePackageVersion & replace ## unreleased with new version [#3806](https://github.com/excalidraw/excalidraw/pull/3806)\r\n\r\n- Include deleted elements when passing to restore [#3802](https://github.com/excalidraw/excalidraw/pull/3802)\r\n\r\n- Import React before using jsx [#3804](https://github.com/excalidraw/excalidraw/pull/3804)\r\n\r\n- Ensure `s` and `g` shortcuts work on no selection [#3800](https://github.com/excalidraw/excalidraw/pull/3800)\r\n\r\n- Keep binding for attached arrows after changing text [#3754](https://github.com/excalidraw/excalidraw/pull/3754)\r\n\r\n- Deselect elements on viewMode toggle [#3741](https://github.com/excalidraw/excalidraw/pull/3741)\r\n\r\n- Allow pointer events for disable zen mode button [#3743](https://github.com/excalidraw/excalidraw/pull/3743)\r\n\r\n- Use rgba instead of shorthand alpha [#3688](https://github.com/excalidraw/excalidraw/pull/3688)\r\n\r\n- Color pickers not opening on mobile [#3676](https://github.com/excalidraw/excalidraw/pull/3676)\r\n\r\n- On contextMenu, use selected element regardless of z-index [#3668](https://github.com/excalidraw/excalidraw/pull/3668)\r\n\r\n- SelectedGroupIds not being stored in history [#3630](https://github.com/excalidraw/excalidraw/pull/3630)\r\n\r\n- Overscroll on touch devices [#3663](https://github.com/excalidraw/excalidraw/pull/3663)\r\n\r\n- Small UI issues around image export dialog [#3642](https://github.com/excalidraw/excalidraw/pull/3642)\r\n\r\n- Normalize linear element points on restore [#3633](https://github.com/excalidraw/excalidraw/pull/3633)\r\n\r\n- Disable pointer-events on footer-center container [#3629](https://github.com/excalidraw/excalidraw/pull/3629)\r\n\r\n### Refactor\r\n\r\n- Delete React SyntheticEvent persist [#3700](https://github.com/excalidraw/excalidraw/pull/3700)\r\n\r\n- Code clean up [#3681](https://github.com/excalidraw/excalidraw/pull/3681)\r\n\r\n### Performance\r\n\r\n- Improve arrow head sizing [#3480](https://github.com/excalidraw/excalidraw/pull/3480)\r\n\r\n### Build\r\n\r\n- Add release script to update relevant files and commit for next release [#3805](https://github.com/excalidraw/excalidraw/pull/3805)\r\n\r\n- Add script to update changelog before a stable release [#3784](https://github.com/excalidraw/excalidraw/pull/3784)\r\n\r\n- Add script to update readme before stable release [#3781](https://github.com/excalidraw/excalidraw/pull/3781)"", 'discussion_url': 'https://github.com/excalidraw/excalidraw/discussions/3815'}, None, False"
